sample_id,sr_method,sr_filename,sr_path,dataset,test_case,rel_path,gt_path,lr_path,set_type,resnet_diff_000,resnet_diff_001,resnet_diff_002,resnet_diff_003,resnet_diff_004
QualiSR-Set120/SUPIR/ava_images___953752.npy.gz,SUPIR,ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/ava_images___953752.png,QualiSR-Set120,ava_images___953752,SUPIR/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/ava_images___953752.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/ava_images___953752.png,train,-2.20161805,-0.7397501,-0.47360714,-0.030316699999999974,0.3248614999999999
QualiSR-Set120/PASD/blur_dataset___out_of_focus0685.npy.gz,PASD,blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/blur_dataset___out_of_focus0685.png,QualiSR-Set120,blur_dataset___out_of_focus0685,PASD/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/blur_dataset___out_of_focus0685.png,train,-0.3968902000000001,-0.09016899999999994,0.26975870000000013,0.3977389,0.29708791
QualiSR-Set120/RealESRGAN/blur_dataset___out_of_focus0685.npy.gz,RealESRGAN,blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/blur_dataset___out_of_focus0685.png,QualiSR-Set120,blur_dataset___out_of_focus0685,RealESRGAN/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/blur_dataset___out_of_focus0685.png,train,-0.29545750000000015,-0.6126804999999997,-0.3317890000000001,0.8449543000000002,0.66143036
QualiSR-Set120/SUPIR/blur_dataset___out_of_focus0685.npy.gz,SUPIR,blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/blur_dataset___out_of_focus0685.png,QualiSR-Set120,blur_dataset___out_of_focus0685,SUPIR/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/blur_dataset___out_of_focus0685.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/blur_dataset___out_of_focus0685.png,train,-0.7346949000000003,-0.2761252999999999,-0.14508680000000007,-0.06391659999999999,-0.011297219999999997
QualiSR-Set120/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.npy.gz,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-5.1524852999999995,-1.79674321,-1.2426560000000002,-0.11604400000000004,1.8953482
QualiSR-Set120/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.npy.gz,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-5.7273334999999985,-1.5118691100000001,-1.1247728000000001,-0.2095674999999999,1.5568582000000002
QualiSR-Set120/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.npy.gz,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,train,-5.472708599999999,-1.62861991,-1.1047555999999998,0.05056340000000015,1.8956791000000002
QualiSR-Set120/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.npy.gz,PASD,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,PASD/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,-3.40056846,-1.04575558,-0.7270975000000002,0.46399123000000003,0.9608623999999999
QualiSR-Set120/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.npy.gz,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,-3.37670353,-0.80932125,-0.7771393999999998,0.3198415,0.8979140000000001
QualiSR-Set120/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.npy.gz,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,train,-3.6185225,-0.9088921400000001,-0.6394196000000001,0.31662899,0.7314390999999998
QualiSR-Set120/PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.npy.gz,PASD,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,PASD/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-5.6789060000000005,-2.52963264,-0.87891137,0.4016302999999999,0.41670180000000023
QualiSR-Set120/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.npy.gz,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-5.488294000000001,-2.28302184,-1.66250556,0.2977185000000002,1.3889076
QualiSR-Set120/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.npy.gz,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,QualiSR-Set120,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-5.956581000000001,-2.1412159400000004,-0.81760197,0.3898844000000006,0.3303940000000001
QualiSR-Set120/PASD/voc_emotic_ava___JPEGImages__2008_003883.npy.gz,PASD,voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___JPEGImages__2008_003883.png,QualiSR-Set120,voc_emotic_ava___JPEGImages__2008_003883,PASD/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-7.8716826,-2.9322513,-2.0764972299999997,1.16627895,1.70755827
QualiSR-Set120/RealESRGAN/voc_emotic_ava___JPEGImages__2008_003883.npy.gz,RealESRGAN,voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___JPEGImages__2008_003883.png,QualiSR-Set120,voc_emotic_ava___JPEGImages__2008_003883,RealESRGAN/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-6.584552200000001,-2.9244567000000004,-2.15895091,0.83293598,2.3545806999999996
QualiSR-Set120/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.npy.gz,SUPIR,voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,QualiSR-Set120,voc_emotic_ava___JPEGImages__2008_003883,SUPIR/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___JPEGImages__2008_003883.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___JPEGImages__2008_003883.png,test,-7.2901179,-3.180357,-1.94692463,1.1689909,2.0972136
QualiSR-Set120/PASD/voc_emotic_ava___VOC2012__2010_004399.npy.gz,PASD,voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___VOC2012__2010_004399.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2010_004399,PASD/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-3.4736826,-0.26352198,-0.6570091000000002,-0.12628079999999997,0.9918524999999998
QualiSR-Set120/RealESRGAN/voc_emotic_ava___VOC2012__2010_004399.npy.gz,RealESRGAN,voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___VOC2012__2010_004399.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2010_004399,RealESRGAN/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-3.2572981,-0.6311815999999999,-0.8425874999999998,0.15729060000000006,0.3384749
QualiSR-Set120/SUPIR/voc_emotic_ava___VOC2012__2010_004399.npy.gz,SUPIR,voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___VOC2012__2010_004399.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2010_004399,SUPIR/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2010_004399.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2010_004399.png,train,-3.5860833,-0.17377324,-0.7751668,-0.05376686999999991,1.0085232
QualiSR-Set120/PASD/voc_emotic_ava___VOC2012__2012_004043.npy.gz,PASD,voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/PASD/voc_emotic_ava___VOC2012__2012_004043.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2012_004043,PASD/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-7.447282399999999,-1.26016504,-1.5537268999999998,-0.005906709999999982,2.1434113000000004
QualiSR-Set120/RealESRGAN/voc_emotic_ava___VOC2012__2012_004043.npy.gz,RealESRGAN,voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/RealESRGAN/voc_emotic_ava___VOC2012__2012_004043.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2012_004043,RealESRGAN/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-6.8972698,-1.4620647999999998,-1.6377095,0.418986,1.7915079999999999
QualiSR-Set120/SUPIR/voc_emotic_ava___VOC2012__2012_004043.npy.gz,SUPIR,voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/sr/SUPIR/voc_emotic_ava___VOC2012__2012_004043.png,QualiSR-Set120,voc_emotic_ava___VOC2012__2012_004043,SUPIR/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/hr/voc_emotic_ava___VOC2012__2012_004043.png,../../../mnt/ssd2/29o_rya/datasets/iqa/QualiSR-Set120/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,-7.2428599999999985,-1.26632948,-1.1032454999999999,0.24251665000000006,1.9866325000000002
