sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
SUPIR:ava_images___829175,SUPIR,ava_images___829175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___829175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___829175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___829175.png,train,-0.41815338,-2.9762583,-1.819494,-0.6664494,-1.2212942
SUPIR:ava_images___829480,SUPIR,ava_images___829480.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___829480.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___829480.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___829480.png,train,-0.029548608,-3.1290784,-0.52952826,0.74569684,0.68125445
SUPIR:ava_images___829894,SUPIR,ava_images___829894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___829894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___829894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___829894.png,train,-0.18067504,1.2521365,9.258003,1.2945905,0.48132825
SUPIR:ava_images___831280,SUPIR,ava_images___831280.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___831280.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___831280.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___831280.png,test,-1.1383487,0.7400229,1.4801373,-2.8643131,-2.9032333
SUPIR:ava_images___831691,SUPIR,ava_images___831691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___831691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___831691.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___831691.png,train,6.433877,1.0372326,-1.1857998,2.6949637,0.06063342
SUPIR:ava_images___83511,SUPIR,ava_images___83511.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___83511.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___83511.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___83511.png,train,-1.6374682,-1.7659484,-0.4411649,-1.4331275,0.47563496
SUPIR:ava_images___835840,SUPIR,ava_images___835840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___835840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___835840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___835840.png,test,-2.730299,0.79519963,-0.57735044,-3.0569139,0.5619931
SUPIR:ava_images___836782,SUPIR,ava_images___836782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___836782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___836782.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___836782.png,test,-0.19391951,-1.876757,-0.657871,-0.44860458,-0.7535866
SUPIR:ava_images___836942,SUPIR,ava_images___836942.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___836942.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___836942.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___836942.png,train,-1.0283257,-1.9279828,-0.4577043,-0.7529298,-0.2636209
SUPIR:ava_images___838486,SUPIR,ava_images___838486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___838486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___838486.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___838486.png,train,1.6541531,-1.3326638,3.6617818,-0.6842748,-1.7722225
SUPIR:ava_images___840040,SUPIR,ava_images___840040.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___840040.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___840040.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___840040.png,train,3.6156306,2.8977754,0.26130968,3.5207448,-4.788045
SUPIR:ava_images___84011,SUPIR,ava_images___84011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___84011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___84011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___84011.png,test,-0.61162275,-2.529526,1.031949,0.26674896,1.3682998
SUPIR:ava_images___841297,SUPIR,ava_images___841297.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___841297.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___841297.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___841297.png,train,2.332912,-0.8001497,2.3104637,0.24755016,-1.3040955
SUPIR:ava_images___842206,SUPIR,ava_images___842206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___842206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___842206.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___842206.png,train,-4.5393453,1.9197137,-1.3564212,4.1327395,1.0800894
SUPIR:ava_images___842482,SUPIR,ava_images___842482.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___842482.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___842482.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___842482.png,test,-4.638854,1.996094,-2.2723,3.550099,1.1148458
SUPIR:ava_images___843295,SUPIR,ava_images___843295.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___843295.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___843295.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___843295.png,train,-0.38661703,-2.8579354,-0.10870224,1.6481669,0.91592854
SUPIR:ava_images___844627,SUPIR,ava_images___844627.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___844627.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___844627.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___844627.png,train,-2.5582154,0.604779,0.059713542,2.894391,0.59044254
SUPIR:ava_images___846658,SUPIR,ava_images___846658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___846658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___846658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___846658.png,test,4.179054,1.0277493,-1.3704305,-0.19915599,-1.2084439
SUPIR:ava_images___846773,SUPIR,ava_images___846773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___846773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___846773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___846773.png,train,-3.8131568,3.9395764,-2.7242844,3.1969137,-2.3708544
SUPIR:ava_images___848190,SUPIR,ava_images___848190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___848190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___848190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___848190.png,train,-3.7669868,3.8500378,-1.8009725,4.602554,-0.23036045
SUPIR:ava_images___848675,SUPIR,ava_images___848675.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___848675.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___848675.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___848675.png,train,1.5469395,0.16701913,-2.2170935,-0.7742363,-3.8190162
SUPIR:ava_images___849099,SUPIR,ava_images___849099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___849099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___849099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___849099.png,train,0.75007194,0.59390616,3.6344585,-0.61483324,-1.4418764
SUPIR:ava_images___850822,SUPIR,ava_images___850822.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___850822.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___850822.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___850822.png,train,-2.1836758,1.3835084,-3.6521158,-0.6516501,0.5507269
SUPIR:ava_images___851321,SUPIR,ava_images___851321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___851321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___851321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___851321.png,test,-3.244692,0.24566698,-2.0688202,-0.44211912,-0.25239772
SUPIR:ava_images___851761,SUPIR,ava_images___851761.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___851761.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___851761.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___851761.png,test,1.7065004,-0.045284748,-0.3044465,0.5972656,1.1190158
SUPIR:ava_images___852856,SUPIR,ava_images___852856.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___852856.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___852856.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___852856.png,train,5.18532,1.1003535,0.2120325,2.908423,-3.9195483
SUPIR:ava_images___853233,SUPIR,ava_images___853233.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___853233.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___853233.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___853233.png,train,-2.1798754,-0.3663659,-0.2804801,-3.1815062,0.59136057
SUPIR:ava_images___854996,SUPIR,ava_images___854996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___854996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___854996.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___854996.png,test,3.3320053,-0.7451916,-0.9460874,1.3559831,1.188797
SUPIR:ava_images___857045,SUPIR,ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___857045.png,test,-1.8323463,-0.7639947,-0.38422358,-1.8623685,0.51227075
SUPIR:ava_images___857447,SUPIR,ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___857447.png,train,-4.443252,2.6997063,-0.61764026,2.4451456,0.3771002
SUPIR:ava_images___858130,SUPIR,ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___858130.png,train,4.3997507,1.3829787,-0.194404,1.0430616,0.21300012
SUPIR:ava_images___858968,SUPIR,ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___858968.png,test,0.3296025,1.5524919,-2.1083267,-1.3740925,-2.043265
SUPIR:ava_images___859785,SUPIR,ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___859785.png,train,-1.2011987,0.37820792,-0.20837438,-3.2328095,0.1270222
SUPIR:ava_images___861408,SUPIR,ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861408.png,test,-0.9968185,-1.0053813,0.054377794,-0.9185405,1.073631
SUPIR:ava_images___861514,SUPIR,ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861514.png,train,2.2942934,-1.3254125,-0.96598876,0.640326,1.0188851
SUPIR:ava_images___861541,SUPIR,ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861541.png,train,-0.73919564,-1.6238422,-1.1676854,-0.08595973,0.7206181
SUPIR:ava_images___862497,SUPIR,ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___862497.png,train,-0.27172136,0.80442166,-1.6960266,-1.4147629,-1.7585728
SUPIR:ava_images___862652,SUPIR,ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___862652.png,test,1.4274484,0.9267762,4.1343765,-1.9891385,0.743757
SUPIR:ava_images___863806,SUPIR,ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___863806.png,train,-1.346544,-1.3579947,-2.6067944,-2.3915205,-2.5816033
SUPIR:ava_images___864250,SUPIR,ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___864250.png,test,-3.495571,1.1107037,-0.19168782,0.3870614,-0.1080963
SUPIR:ava_images___864948,SUPIR,ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___864948.png,train,-4.5464964,4.1562347,-0.8218585,2.0739903,1.764668
SUPIR:ava_images___865138,SUPIR,ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___865138.png,train,-0.56732434,-1.9120247,-2.4711044,-2.2998114,-1.2992289
SUPIR:ava_images___865616,SUPIR,ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___865616.png,test,-0.25832433,-0.74887013,3.5558305,1.8736753,0.8371735
SUPIR:ava_images___866392,SUPIR,ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___866392.png,train,-0.54637814,-2.7680817,-0.4727391,0.08138734,0.73715633
SUPIR:ava_images___86709,SUPIR,ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___86709.png,train,-0.77067405,-1.3220679,1.7556894,-1.0028807,0.78331757
SUPIR:ava_images___867105,SUPIR,ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___867105.png,train,-0.62563574,-0.0110144615,-2.0701156,-2.663993,-1.7667062
SUPIR:ava_images___867440,SUPIR,ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___867440.png,test,0.36105207,1.2049029,-1.0464652,-3.4717827,-0.35990185
SUPIR:ava_images___870157,SUPIR,ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___870157.png,test,0.4548353,1.1258328,1.6444952,1.0318899,0.8636719
SUPIR:ava_images___877959,SUPIR,ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___877959.png,test,1.4180915,3.5377738,1.4822316,0.33058694,1.7836285
SUPIR:ava_images___878341,SUPIR,ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___878341.png,test,0.861912,-0.95471454,3.6427064,0.10059255,0.32814932
SUPIR:ava_images___878603,SUPIR,ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___878603.png,test,-4.214308,1.4203675,-1.1105802,1.7572461,1.4778254
SUPIR:ava_images___879098,SUPIR,ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___879098.png,train,-5.8399434,4.534767,-4.3811674,4.457084,0.5181381
SUPIR:ava_images___880258,SUPIR,ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___880258.png,test,-4.710456,4.606636,-3.5318449,3.1689105,-2.3731284
SUPIR:ava_images___880422,SUPIR,ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___880422.png,train,-5.879028,3.8922331,-1.5623221,3.0335193,1.0487206
SUPIR:ava_images___88126,SUPIR,ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___88126.png,train,-2.3935366,-1.7459497,-0.9792707,-2.1623225,1.003433
SUPIR:ava_images___884874,SUPIR,ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___884874.png,train,-0.44915718,-1.6994467,-2.346123,-1.4865388,-2.6382537
SUPIR:ava_images___885133,SUPIR,ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___885133.png,train,0.328772,0.0659256,-1.3626857,1.0457376,-2.573353
SUPIR:ava_images___885727,SUPIR,ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___885727.png,train,0.08769611,-2.1552505,-1.175737,0.3461362,-0.40759438
SUPIR:ava_images___886120,SUPIR,ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886120.png,train,1.5715209,4.505142,-3.1817212,1.2025329,-6.630781
SUPIR:ava_images___886904,SUPIR,ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886904.png,train,2.307717,-0.91645455,1.84955,-0.37161803,0.90066344
SUPIR:ava_images___887317,SUPIR,ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___887317.png,test,2.1865013,-2.146401,-0.89311135,1.2815689,0.292646
SUPIR:ava_images___888081,SUPIR,ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___888081.png,test,1.2863407,-2.5489056,0.44186002,1.5102047,-0.4382879
SUPIR:ava_images___889669,SUPIR,ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889669.png,train,1.2597686,-1.4666643,1.409476,-0.23343551,-0.39380854
SUPIR:ava_images___889687,SUPIR,ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889687.png,test,1.5341158,0.92874837,2.041926,1.6573576,-2.6355264
