sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004
SUPIR:ava_images___4265,SUPIR,ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___4265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___4265.png,test,-24.804659,17.571844,-12.154121,14.698898,-2.5579312
SUPIR:ava_images___426629,SUPIR,ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___426629.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___426629.png,train,-27.843285,12.073439,10.337426,-2.3280091,-2.887642
SUPIR:ava_images___427516,SUPIR,ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___427516.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___427516.png,test,-21.932789,11.157051,0.5369658,0.15235275,6.5172453
SUPIR:ava_images___427600,SUPIR,ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___427600.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___427600.png,train,3.0825882,9.077969,-14.875303,15.073954,-7.916497
SUPIR:ava_images___429603,SUPIR,ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___429603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___429603.png,train,-29.891235,16.213762,13.575686,-4.825674,-0.086244226
SUPIR:ava_images___430100,SUPIR,ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___430100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___430100.png,test,-19.29271,7.16026,20.18159,-6.2710724,7.4163723
SUPIR:ava_images___4308,SUPIR,ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___4308.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___4308.png,test,-11.946466,-1.6773071,2.8568764,-3.0580082,7.481846
SUPIR:ava_images___432084,SUPIR,ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___432084.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___432084.png,test,-17.945946,17.45423,-9.801364,17.77087,-10.573055
SUPIR:ava_images___435246,SUPIR,ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___435246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___435246.png,train,-20.458416,12.3628845,-6.862147,-5.623917,3.7463603
SUPIR:ava_images___436800,SUPIR,ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___436800.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___436800.png,train,-30.13619,15.468826,17.890368,-3.7115397,-3.2531888
SUPIR:ava_images___436880,SUPIR,ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___436880.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___436880.png,train,-13.128899,-9.786779,10.786753,23.80579,-0.2541151
SUPIR:ava_images___437681,SUPIR,ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___437681.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___437681.png,train,46.214413,36.49719,1.5848751,2.4332547,10.965467
SUPIR:ava_images___440399,SUPIR,ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___440399.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___440399.png,train,-24.457205,4.1570044,8.195444,8.192164,5.397154
SUPIR:ava_images___442639,SUPIR,ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___442639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___442639.png,test,-11.249647,-24.280926,10.523087,12.618101,21.73564
SUPIR:ava_images___443238,SUPIR,ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___443238.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___443238.png,train,34.6143,3.095995,6.9407787,-28.752747,-29.1244
SUPIR:ava_images___443669,SUPIR,ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___443669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___443669.png,test,12.664135,-9.338442,8.837505,-6.8846445,-28.994871
SUPIR:ava_images___444304,SUPIR,ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___444304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___444304.png,train,58.86974,-22.805199,-15.860311,3.559366,-35.19087
SUPIR:ava_images___444956,SUPIR,ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___444956.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___444956.png,train,93.13605,68.87816,12.832453,1.312834,67.11307
SUPIR:ava_images___445003,SUPIR,ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___445003.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___445003.png,test,-29.107586,8.170931,14.557667,-1.5859525,2.1456285
SUPIR:ava_images___445289,SUPIR,ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___445289.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___445289.png,test,-22.432007,-5.6038055,20.665174,-20.679695,11.900483
SUPIR:ava_images___447684,SUPIR,ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___447684.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___447684.png,train,17.70866,19.30515,-16.163431,15.966179,6.265338
SUPIR:ava_images___44854,SUPIR,ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___44854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___44854.png,test,-3.617237,1.4935246,-18.524426,3.562202,-1.4584553
SUPIR:ava_images___44986,SUPIR,ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___44986.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___44986.png,train,-26.422987,12.745001,12.184996,-2.1568973,-2.3468008
SUPIR:ava_images___451454,SUPIR,ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451454.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451454.png,test,44.330822,32.170513,12.517549,6.674378,23.288818
SUPIR:ava_images___451537,SUPIR,ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451537.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451537.png,train,-14.344322,-32.086487,44.039795,-5.7547684,27.516657
SUPIR:ava_images___451561,SUPIR,ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451561.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451561.png,train,-5.115448,9.691965,-14.460651,-3.7502375,0.3915575
SUPIR:ava_images___451643,SUPIR,ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___451643.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___451643.png,train,-18.1457,7.007373,8.124224,-7.6709285,-5.631178
SUPIR:ava_images___454276,SUPIR,ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___454276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___454276.png,train,-4.4116325,-14.39669,4.2994895,-1.1720119,-3.7901833
SUPIR:ava_images___455492,SUPIR,ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___455492.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___455492.png,train,99.69408,62.056755,13.86662,36.72459,58.05469
SUPIR:ava_images___45590,SUPIR,ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___45590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___45590.png,test,-18.334005,3.5364676,-2.6199925,-7.5176377,-4.2637796
SUPIR:ava_images___457553,SUPIR,ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___457553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___457553.png,test,-20.479084,8.776317,-8.156992,-3.2449975,-1.8714657
SUPIR:ava_images___459223,SUPIR,ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___459223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___459223.png,train,-30.455433,17.63646,14.20981,-7.650762,-1.578052
SUPIR:ava_images___460034,SUPIR,ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460034.png,train,-12.871737,13.8109,-11.505942,-1.8570986,-5.5350323
SUPIR:ava_images___46021,SUPIR,ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46021.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46021.png,test,-16.441994,6.453765,-6.492111,-4.346914,4.082654
SUPIR:ava_images___460615,SUPIR,ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460615.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460615.png,test,34.338802,1.0920753,-31.597944,2.867938,9.093378
SUPIR:ava_images___460917,SUPIR,ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___460917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___460917.png,train,20.83722,1.6126556,-18.380318,-18.160318,-7.492366
SUPIR:ava_images___46303,SUPIR,ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46303.png,test,-29.489449,18.321926,10.212547,-7.506537,-1.1942618
SUPIR:ava_images___464788,SUPIR,ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___464788.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___464788.png,test,-3.1453896,4.2584066,-24.91844,-7.345432,-0.4987446
SUPIR:ava_images___465016,SUPIR,ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___465016.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___465016.png,train,37.07468,32.42612,-9.43501,-0.6754159,18.71211
SUPIR:ava_images___46538,SUPIR,ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___46538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___46538.png,train,-25.606525,5.0613174,11.185884,5.342421,10.785324
SUPIR:ava_images___465841,SUPIR,ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___465841.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___465841.png,train,-8.126846,5.878336,-20.251942,-14.9225445,2.1588776
SUPIR:ava_images___472096,SUPIR,ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___472096.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___472096.png,test,-5.634857,18.664032,-11.791173,1.9440134,1.9228523
SUPIR:ava_images___472713,SUPIR,ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___472713.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___472713.png,test,17.544674,-17.43694,-22.874966,-1.6627247,2.3854425
SUPIR:ava_images___473148,SUPIR,ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473148.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473148.png,train,-24.186684,13.280239,0.5434261,3.3400755,5.9713497
SUPIR:ava_images___473265,SUPIR,ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473265.png,train,-28.698236,-2.3912868,5.398406,-2.2492445,8.490847
SUPIR:ava_images___473689,SUPIR,ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___473689.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___473689.png,test,-11.189167,0.68118095,9.70276,9.284561,-13.298046
SUPIR:ava_images___475573,SUPIR,ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___475573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___475573.png,train,-23.621994,8.455213,5.963118,-3.6551356,0.9276537
SUPIR:ava_images___477226,SUPIR,ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___477226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___477226.png,test,50.477116,35.606743,8.781746,8.650362,20.15263
SUPIR:ava_images___47926,SUPIR,ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___47926.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___47926.png,test,-18.7248,18.06142,-6.2088065,4.387192,4.8808026
SUPIR:ava_images___480095,SUPIR,ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___480095.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___480095.png,test,-21.157843,-15.671486,5.4415917,3.4960847,10.937662
SUPIR:ava_images___480157,SUPIR,ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___480157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___480157.png,test,-13.691747,14.293926,-18.241518,7.2735276,-4.7565184
SUPIR:ava_images___483784,SUPIR,ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___483784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___483784.png,test,-21.837889,11.676708,5.6154437,-2.4655817,4.0616913
SUPIR:ava_images___484957,SUPIR,ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___484957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___484957.png,train,95.10664,63.344337,10.58007,28.752392,30.814104
SUPIR:ava_images___485175,SUPIR,ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___485175.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___485175.png,test,7.791809,14.594133,-1.4839581,-10.970179,-5.2058268
SUPIR:ava_images___485493,SUPIR,ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___485493.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___485493.png,test,-9.032419,-9.059406,-4.9140773,-0.13383365,16.683733
SUPIR:ava_images___488775,SUPIR,ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___488775.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___488775.png,test,31.6503,1.1102982,-15.686894,-24.02842,-10.7556505
SUPIR:ava_images___490254,SUPIR,ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___490254.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___490254.png,train,5.81736,10.40713,-11.62331,-5.3929086,-25.51322
SUPIR:ava_images___49141,SUPIR,ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___49141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___49141.png,test,-12.377087,-7.3420525,-14.311269,-12.321348,-1.9242246
SUPIR:ava_images___491840,SUPIR,ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___491840.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___491840.png,test,-7.0075054,-15.541599,15.645887,-17.078064,5.8758698
SUPIR:ava_images___492676,SUPIR,ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___492676.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___492676.png,train,-15.800703,-24.070995,11.358343,3.640044,15.087027
SUPIR:ava_images___498662,SUPIR,ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___498662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___498662.png,train,-29.636837,10.051111,18.005838,-7.736528,-0.5692613
SUPIR:ava_images___498881,SUPIR,ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___498881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___498881.png,test,-13.117874,22.057997,-10.904275,8.631448,13.919986
SUPIR:ava_images___499303,SUPIR,ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___499303.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___499303.png,train,-28.13646,14.575291,21.305223,-9.808727,2.2097611
SUPIR:ava_images___501170,SUPIR,ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___501170.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___501170.png,train,-29.377653,14.897298,12.412757,-3.617927,2.3824015
SUPIR:ava_images___501777,SUPIR,ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___501777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___501777.png,test,-10.244978,-0.68349075,-0.06425342,7.435007,-2.6958623
