sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049
SUPIR:ava_images___192392,SUPIR,ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___192392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___192392.png,test,-1.8229208,-0.9913635,0.78253776,-3.3959966,-0.02855426,0.07472658,-0.12508789,-1.4604611,-2.4230871,-0.69152164,-1.3993702,2.050289,-1.6418741,-0.8600977,0.4511052,0.26798815,0.7747599,-0.3296057,0.05464732,2.109101,-0.17457798,-0.49830496,1.3344353,-1.3310531,-0.9582753,-0.04610353,0.18517998,1.040237,1.1521233,-1.5459421,-0.22076264,0.03902486,1.20944,-0.56224763,-0.36784625,0.91193736,-0.7052876,0.11509225,-0.30621976,1.2423797,0.45730323,-0.19845405,-0.15250215,0.45170113,0.43621922,0.02750431,0.6811842,0.068734616,1.1344792,-1.0696872
SUPIR:ava_images___192414,SUPIR,ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___192414.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___192414.png,train,0.41681278,1.4157698,-0.66960263,-3.7074385,1.173415,1.6186409,-0.44524908,-0.13664153,-0.30384687,-1.9673879,0.67971313,-1.4502618,0.306723,0.0251026,0.0049521923,-1.3702337,0.025756732,-0.5047867,2.9695013,1.1085078,-0.6435088,1.4340359,-0.98003113,-0.37269354,-0.4290698,0.59352404,-1.254278,-0.21927607,-0.75273824,-1.0447401,0.6481698,-2.2948403,0.35097843,0.25695527,-1.2175823,0.27237278,-0.47265118,-0.12594658,1.1352522,-1.1252738,0.10490282,0.2892615,-0.09578789,-0.45093834,0.72571945,1.3244977,0.07306187,-0.15520738,-0.5391045,-0.2875308
SUPIR:ava_images___195496,SUPIR,ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___195496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___195496.png,train,8.586694,5.7974186,-3.3118052,-2.0469666,6.345294,-0.09645188,1.5148792,-2.3254054,2.0029395,1.0540586,1.1873777,1.6713092,1.2779891,-0.8187507,-0.2273444,-2.2403677,-1.3519664,1.0969393,0.61852646,-0.3072206,0.049268432,0.5508328,0.8729709,-1.3598131,-1.2442288,-0.097502,-2.1339252,0.10890117,0.77373034,-0.36705297,-0.70162064,-0.14764309,-1.1569439,0.6429963,-0.01463908,0.10818172,1.1236374,0.4083842,-0.593122,-0.44027814,-0.1815084,1.1598505,-0.031557985,-1.0350662,0.19144951,-0.3958997,0.32170486,-0.2664774,-1.0863137,-0.5485072
SUPIR:ava_images___196330,SUPIR,ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___196330.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___196330.png,test,2.0053914,-1.2148508,2.8940718,0.46379694,0.6842001,2.5295653,-0.0961103,-0.19924955,0.7863362,0.2990654,-1.2698743,-0.28523773,-0.25177068,-0.027143046,-0.44223577,0.53587353,-0.64588773,0.25385466,-1.0000619,-0.4721759,-0.55644095,-0.97622967,-0.04957336,0.6025522,-0.41037348,0.7622003,0.7986216,-0.031232536,-1.2171863,1.3061272,0.5547292,-0.5937753,1.0079925,0.13716528,0.2515003,0.035710238,0.15731402,0.017879307,0.05358327,0.15879798,-0.0131225735,0.85057056,0.46137306,-0.9026159,0.07417673,-0.8493351,0.12340103,-0.93239707,0.13283136,0.61271
SUPIR:ava_images___196886,SUPIR,ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___196886.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___196886.png,train,1.3848423,-1.6630764,1.3612366,0.032474697,-0.22649091,2.2044663,-0.7746204,0.5021163,0.3754844,-0.60457164,-0.50688666,0.07907081,-0.16771483,2.5760074,-0.37018168,-1.1294967,-0.052930064,-0.77788746,-1.8886713,0.34877408,1.893353,0.37152869,-0.92163926,1.1873622,-1.1737753,-0.4278531,-1.3927026,-0.8739679,0.3518803,0.53474176,0.4495699,0.2337577,-0.005914271,-0.4544922,-1.0200467,0.6839402,-0.29299137,0.5993339,0.06371761,0.52124447,0.86584413,-0.8297914,0.7206708,-0.06736401,0.24775699,0.7193549,-0.60644853,-0.44784647,-0.095481366,0.6158173
SUPIR:ava_images___197047,SUPIR,ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___197047.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___197047.png,train,-1.5214385,-0.9884784,0.042011738,-1.3162197,0.875007,0.4694686,-0.34376878,-0.6515782,-1.8827693,0.03666283,0.5581566,-0.12923,-1.471324,-0.24412522,-0.31911469,1.0753404,1.1477002,0.0076568425,-0.3097832,-0.6720224,-1.0856954,-0.15345925,1.2998596,0.8868226,-0.16691872,0.27183282,-0.10101843,-0.5651517,0.6048185,0.78154874,0.034103274,-0.6019641,-0.3289903,1.3504832,-0.0917267,0.43725368,1.004457,0.43443766,0.11765877,-0.31285864,-0.13889974,-0.3173888,-0.7167317,0.30982915,-0.48037192,-0.4129179,-0.71930337,0.042785853,-0.3248936,-0.7142137
SUPIR:ava_images___197622,SUPIR,ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___197622.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___197622.png,train,6.0066094,3.8116252,-0.7223669,-1.2549964,5.7389135,0.67444354,2.0897844,-2.8770654,1.9753551,1.7953238,0.16423932,2.7452338,0.34602642,-0.9892268,-0.38477397,1.2759961,-2.1436367,0.7154722,-1.099235,0.31467104,0.66861343,-0.44636917,0.2156609,0.21174644,-0.15819967,0.7118488,0.8599285,-0.2897767,0.49316192,0.73571885,-0.18378077,-0.82291126,0.18717021,1.1244138,-0.75982904,0.11805788,0.0022506863,-0.19575593,-0.33257422,-0.25201473,0.85489595,1.2096969,-0.6629097,-0.0140718855,0.62804914,0.06756948,-0.24919227,-1.0846089,-0.9211633,-0.18080756
SUPIR:ava_images___198935,SUPIR,ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___198935.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___198935.png,train,-3.7845736,0.4815719,-3.0199804,2.5676868,0.8137594,1.6408125,-1.8017354,-0.16801564,1.0489532,-0.24123114,-2.6051636,1.3550351,0.7898511,-1.698109,0.751776,-1.7981746,0.9651265,0.08272469,-0.10733999,-0.68324023,1.8080534,-0.38587666,-0.53351074,-0.651524,0.3924939,-0.42648402,0.7185479,0.48565173,-1.6885089,1.814046,-0.810532,0.011737421,-0.4155237,1.6326333,-0.38769177,0.52243125,0.46259218,-0.9902532,-0.75545704,-0.17150775,-0.023812994,0.39869174,-0.98390764,-0.1328824,0.8101448,0.84887743,-0.006578192,0.3760833,0.51068354,-0.5260442
SUPIR:ava_images___200305,SUPIR,ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___200305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___200305.png,train,-0.03805696,-2.8737736,-1.6558971,-0.29313254,-0.81169885,-0.55090034,-0.8120285,0.47268108,2.961115,0.25317383,0.3072983,-0.25135103,-0.24547392,-0.21421787,-0.11181313,0.42590192,1.0204966,-0.55331975,-0.17243063,0.34310475,-0.7259891,-0.47209424,0.5427087,-0.05912265,-0.73405766,-0.12506622,-0.16473383,1.0169593,0.24771531,-0.68228906,0.55660427,0.082646154,0.34160942,-0.09214611,-0.3053185,-0.4301121,-0.25474593,0.36016223,-0.4397618,-0.25168517,0.24109964,-0.7515787,-0.15174206,-0.19379324,0.34668666,-0.10105122,-0.22701523,0.52962834,-0.5352633,-0.7855522
SUPIR:ava_images___202341,SUPIR,ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___202341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___202341.png,train,-0.24994157,-2.8162136,0.758563,1.9671103,1.244295,-1.0805808,1.0871313,1.0635684,0.7846614,-1.9716438,0.49104595,0.08959448,-1.9260936,-1.0309309,-0.11245,0.0046180226,-0.73726296,-1.1938322,-0.19661227,0.31203705,2.0618517,0.015754014,-0.7346084,-0.22023763,0.73527366,-1.1513994,-3.103937,1.6462675,1.4357316,-1.9960657,1.807055,-0.1354892,-0.7464634,2.6065917,0.37620637,0.02884923,1.9497312,0.49199706,2.2854424,0.7476827,1.5268689,3.3377166,3.1025434,0.32346255,0.030948386,-1.5695915,1.918849,0.057620764,0.82747936,-0.12010325
SUPIR:ava_images___203041,SUPIR,ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___203041.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___203041.png,test,-1.8659098,0.9191873,2.4560313,3.5537682,0.8362156,-4.347745,2.2017674,0.44415894,1.1725192,-1.7055756,0.754792,1.5902796,-1.2589064,-0.3274594,-0.8517712,2.0910292,-2.1098323,-2.6501877,1.71206,-0.025468323,2.6742945,0.36255312,0.6162341,0.49854094,-0.3800112,0.48262805,-2.785624,0.5488122,0.82808155,0.047157183,0.03440626,-0.607023,1.1571376,1.1298258,0.17482403,-0.39015436,-0.5422888,-0.56866443,1.2309185,0.92924935,-0.031396866,0.18832132,0.5347296,1.0279585,-0.21438968,-0.12428786,0.56447446,0.2672375,0.31033066,-0.7214617
SUPIR:ava_images___204858,SUPIR,ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___204858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___204858.png,train,3.4259436,3.4673727,-0.67244035,-0.7764398,-2.5035503,0.18258691,3.7609076,3.8061824,-1.4080864,-0.99523944,-2.2327518,-1.872112,-1.2621709,0.31243753,-0.5870103,1.0164171,1.2601227,0.06732082,1.013548,-1.0294108,1.5604856,0.104625165,0.039806705,1.6137238,0.69428426,0.39661878,-0.6975667,-0.40273717,0.43240952,-1.2838339,-0.7385566,0.4519039,0.2063514,0.47497916,0.3446075,0.32800654,-0.4506272,-0.31344137,-0.5190503,-0.04424066,0.28027725,0.5540036,-0.21995106,0.019318279,0.9451276,0.3417709,-0.08689217,0.5380632,0.03173679,0.52720976
SUPIR:ava_images___206569,SUPIR,ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___206569.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___206569.png,train,0.6653766,-1.6591302,-1.1758431,-0.30913842,-0.8009948,0.046903133,0.6377577,-1.8650544,2.341794,0.15493724,-1.8098075,0.5866465,0.42976582,1.1698477,0.887306,-1.1751369,-0.64100754,-1.5341226,1.0229315,1.5139521,-1.1400254,1.540984,0.27248317,-0.101668224,0.2798269,-0.7709505,0.79487467,-1.0104537,0.79856324,-1.8507923,-0.41018826,0.22981691,-0.37198302,-0.7282554,-0.99782395,-1.2463219,-0.013802499,0.46313748,-0.4035334,0.8642953,-0.08290462,0.55101097,0.5020059,-0.08124283,-1.5430695,0.89575607,-0.18056627,0.3429479,-0.87064815,-0.40901193
SUPIR:ava_images___20732,SUPIR,ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___20732.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___20732.png,test,-1.3429073,-1.3976645,-0.028012753,-2.4009924,0.7139975,-0.7586603,-1.0107621,-0.26013935,-2.2825274,0.7086434,-0.74254256,0.13390368,-0.5760587,-0.81471896,1.2157001,0.4318061,0.079820335,1.3498245,0.37091407,-0.35652384,0.745884,-0.9899063,-1.0585563,0.61183685,-0.004604606,0.17492914,-0.11796665,-0.20239896,0.60664755,0.2648316,-0.71247554,-0.9466038,-0.13781117,-0.49100792,-1.5108964,-0.45852098,-0.48383063,0.6182233,0.2611319,0.7344584,-1.8046657,0.26192787,0.4199,0.9265854,0.0494114,-0.12092471,-0.18547615,-0.6589631,-0.07567927,0.60327154
SUPIR:ava_images___208079,SUPIR,ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208079.png,train,1.7744373,-1.1145105,4.126253,1.1554133,-2.742503,2.6811152,0.24250042,-4.6675253,1.5365415,3.0986183,-0.45017034,-0.70696974,-0.36408162,2.757994,1.2557194,-1.6250348,-1.3498405,-0.47080126,2.2024653,-4.617607,0.31211406,-1.3278766,-2.3659945,-0.3198169,0.75487834,-1.3370739,-1.3834231,0.54083824,1.3251455,0.5214136,-0.3117593,-0.0076224357,3.1848319,0.5827376,2.5969315,-1.137453,0.96932167,2.105618,0.7622337,-0.24206454,-0.7778953,0.24500778,-1.7093123,-1.2317132,0.7012377,-0.80689037,1.3003833,0.8800322,0.8689269,-1.2314781
SUPIR:ava_images___208304,SUPIR,ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208304.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208304.png,train,-0.22202754,-2.0924063,0.33874756,0.45520377,-0.43769437,-0.09552312,0.35164034,-1.2033708,0.30375516,0.5875779,-0.25451607,0.66184646,0.53678393,0.11799152,-0.16606426,1.0981764,-0.042978354,-0.09153375,0.9861904,0.20057428,-0.12615028,-0.30551654,0.23321915,1.0005311,0.2147252,0.6990611,-0.24061555,-0.5721729,1.2114806,0.012536675,1.0440476,0.4671443,-0.75565195,0.21747582,0.21468788,0.29090115,-0.22666645,0.46949482,-0.4726192,0.28648847,0.48628247,0.77807033,-0.017040826,-0.56780076,-0.18750161,1.8321105,-1.1087842,-0.20110224,-0.7340144,-0.37366992
SUPIR:ava_images___208633,SUPIR,ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208633.png,train,-1.5062847,1.1616628,-2.647753,-3.5510511,-4.6834283,2.5500412,4.7297797,2.180239,-2.2533967,1.5194757,0.29736918,1.5907023,0.30929333,-0.41965634,0.4413188,-0.8996291,-1.1056863,0.41789916,0.89597005,0.24152158,-0.77312696,-0.014681548,1.6978323,0.49812984,1.1036121,1.2044976,-0.4353816,1.2278934,0.530065,-0.33437446,0.37895182,-0.26979175,-0.8832732,0.1442214,0.26893446,-0.2208434,1.2287116,0.7615973,-0.26959518,0.61702865,0.39164323,-0.7927264,1.0092562,0.28708485,0.06293316,1.2805983,0.13969259,-2.3305495,0.8599739,-2.0035608
SUPIR:ava_images___208644,SUPIR,ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___208644.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___208644.png,train,0.93801737,-2.8745766,0.70348436,1.5031464,-0.13314146,1.413497,-0.18634814,-0.23141131,-0.46113658,0.3689052,0.66918635,-0.33236533,-0.52852964,0.5355123,0.51077396,-0.47737595,-0.43518916,-0.39759433,0.080533095,-0.26194733,0.18205011,-1.019755,-0.7462236,-0.16175431,-0.5170226,0.6720011,-0.43077904,-0.03738451,-0.43444937,1.1060137,0.53997815,0.28019685,1.1930051,0.3945826,0.4123734,-0.5861995,0.8055461,0.62190163,0.5288227,0.122463375,0.042327,0.21949151,0.16874245,-1.2889549,-0.011619568,-0.09148024,0.12921534,-0.40356237,-0.22411746,0.14889391
SUPIR:ava_images___209603,SUPIR,ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___209603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___209603.png,test,0.8976349,-0.43086982,3.3870707,-0.59823585,0.4919504,1.0736432,0.711945,-0.41845185,-0.10686089,-0.52124465,-2.1533065,-0.49249288,-1.7934515,0.015139878,-1.3461013,-0.9015864,-0.21100703,0.92060447,-0.66631824,1.6522976,0.5067464,-1.1653813,0.52535385,-0.38400882,-0.1242078,0.9524531,1.6250136,0.021972299,0.09391296,2.1005785,-0.3658848,0.5297992,0.5513361,0.14520973,0.6865442,-0.3212723,-0.16832775,-1.2482642,0.18845281,0.32981488,0.038961872,0.48709276,0.8487323,-0.21652922,-0.058888823,0.35676634,0.13332386,-0.18612435,-0.522455,0.33384186
SUPIR:ava_images___210789,SUPIR,ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210789.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210789.png,test,0.089620255,-2.9146495,-0.72953147,0.47566688,0.47102496,0.62358284,-0.08969748,-0.119882256,-0.23619083,-0.25632975,0.12794656,-0.52788717,0.19478226,-0.38457352,0.72868,0.108277515,-0.43579325,-0.17332792,-0.05529259,0.21386093,0.28290722,0.057976425,0.089500956,-0.14333726,-0.5527376,0.10818043,0.26269963,0.39608198,0.36682096,-0.42130387,-0.1495294,0.32994908,-0.24222632,-0.014375582,0.1248506,0.07916171,-0.0020844787,0.69934744,-0.32536745,0.32151437,-0.12311472,-0.26941103,-0.24565119,0.3717822,0.105250776,-0.058978446,-0.23317635,-0.05866639,-0.38672706,-0.14830996
SUPIR:ava_images___210908,SUPIR,ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___210908.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___210908.png,test,-0.65370953,0.77632785,4.267542,-1.2827622,0.15351444,0.81295896,-0.6923046,-0.30939236,-1.2848728,2.7419133,0.6601623,-2.3439512,0.6448726,-0.43215388,-0.8807376,0.866186,1.1925584,1.5747974,-1.8237264,1.2087387,0.93335986,0.09255758,0.4812356,0.6661073,-1.0754081,-0.96308035,0.61383617,1.2401397,-1.6469175,-0.9865191,-0.7035137,0.6191623,-0.42837054,0.1578367,-1.6535066,0.13391206,-0.05510387,0.86417305,0.25260302,-0.7677797,-0.47621918,0.25847772,0.99184835,0.060914084,-0.3500255,-0.9805554,-0.4952231,0.88576335,0.6319926,0.570117
SUPIR:ava_images___211431,SUPIR,ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___211431.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___211431.png,train,5.0519996,4.0672903,-0.6694515,-1.4649199,1.1456794,-1.108857,-0.37366432,1.0958613,-0.04678759,-1.8799847,0.03211397,-1.3643537,-1.4406843,0.99627626,-0.9476349,0.17472404,1.7107503,-0.90675783,2.275422,-2.0584126,0.9312442,-0.48430222,-0.5920424,-0.009641454,-0.12359353,0.1733295,0.38091412,-0.33303347,-1.1261485,0.31368363,0.2355029,0.67860806,-0.78420377,0.2815303,-0.6134744,-0.4891325,-0.80178624,0.2060909,-0.47189698,0.3617251,-0.2611397,-0.79872334,-0.6995247,0.9478434,-0.3647705,0.21584149,0.5150292,1.4287872,0.19480857,-0.3735059
SUPIR:ava_images___217590,SUPIR,ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___217590.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___217590.png,test,3.898558,0.15257883,-1.4629438,1.5065906,1.5463992,-0.44920826,0.80474204,1.088266,-1.064367,-0.0757406,-1.2654693,-1.3380795,-1.4581792,0.66470814,1.0059068,0.48209536,3.162668,-1.201768,1.0817366,-0.5717936,1.1201125,-0.00036209822,0.06699284,0.88089204,0.5675529,0.2859238,0.59040385,0.59265774,-0.40591186,-0.9113032,0.4950722,0.75120044,-0.5046818,-0.66247207,0.15936905,0.6434407,-0.39487863,-0.034011155,0.01487904,-0.4099161,-0.34904474,-0.6893153,0.3351656,0.74988246,0.3428382,0.11793919,0.53869915,0.048159778,0.56872046,0.9871309
SUPIR:ava_images___21894,SUPIR,ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___21894.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___21894.png,test,-1.1497324,0.022773027,-1.6706234,-2.8041396,-1.2673738,0.48273993,1.2138836,2.2160873,-0.518423,0.3440228,-0.34402186,0.6938248,-1.763834,-0.5382348,0.37393397,-0.492905,-0.8801801,-0.5711634,1.746722,-0.08411718,-0.23501247,0.18783787,-1.7308577,-0.5491744,-0.15288152,-1.5203161,-0.6072621,0.09112716,0.52984726,-0.17940368,0.40937865,-0.69659173,0.10198188,0.39663187,-0.35183936,0.25839168,1.1581129,-0.49538586,0.6584413,-0.13220342,-0.401056,-0.26415026,0.04059893,-0.5834065,-0.73117054,-0.13066518,0.13916515,-0.12433608,0.30718312,-0.045636967
SUPIR:ava_images___220670,SUPIR,ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___220670.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___220670.png,test,-2.2899113,1.0164669,-1.9223828,1.1765203,-1.4012578,-2.0283828,1.0695148,-1.635138,0.08235702,-1.0967867,-1.5844896,-0.60005176,4.390076,0.56561816,-0.3550232,1.1934671,1.7781389,-0.45109338,-1.6162639,0.33052218,0.8619839,0.3778792,0.7412686,0.12264173,-0.67019594,-0.10282128,1.5537531,0.3645413,0.5257322,0.8007362,1.6256392,-1.1427757,1.8418219,-0.40852195,0.3908783,0.5892825,0.13360278,0.49866098,1.0299596,-0.6873699,0.104467645,0.75332606,-0.39674717,-0.7074193,-1.0625517,0.47475713,1.133971,0.45815903,-0.41652155,-1.136807
SUPIR:ava_images___221347,SUPIR,ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___221347.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___221347.png,train,0.07882368,-2.206337,-0.30707258,1.4939084,-0.34694606,-1.4622637,1.2334535,-0.6954427,-0.72347045,-1.0795596,0.33431256,0.68201333,2.279751,0.8708911,-1.449302,0.028453927,0.6958549,0.83563936,0.9563027,0.28611094,-0.45377594,-1.5305164,0.94541365,-0.0957887,1.0414978,-0.39079735,0.4891668,-0.7949823,-0.4436664,-0.75705546,-0.012215503,-0.111833304,0.94990283,-0.031027928,-0.97804904,-0.1200144,-0.5252767,0.30317378,0.6713244,-0.023478227,-0.019306242,-0.5616213,-0.7072059,0.518425,-0.5834203,-1.0003031,1.0486197,-0.23786715,-1.5627625,0.09677108
