sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000120994,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,test,8.862591,-3.3523693,25.426329,-9.562199,-22.802689,12.790331,4.2019515,7.7231464,-10.38672,21.070934,-8.708152,-3.9787254,4.629492,10.899007,-7.3056955,14.369802,-6.0296154,-3.8854706,-11.267164,0.38762522,-10.178819,6.820934,-1.3374587,4.0210304,-6.538181,-3.5002885,-10.855078,-1.4470985,-15.867621,7.0123014,3.2382605,-1.164765,-6.490389,5.1559825,-0.12192947,-2.0281632,0.03612721,3.049073,-2.1144705,4.5808067,-2.1442573,3.5697343,0.08809292,-1.2992222,1.949933,5.588764,4.389439,7.0879436,2.5403209,11.995681
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000121867,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,train,-6.3744907,-3.6176949,13.916362,17.289099,-34.22235,-16.64182,-6.779922,-0.05691272,2.3172941,2.909912,0.7319758,-19.723577,-6.1344013,-3.614647,7.528574,-1.3159337,8.453328,7.8454413,9.675331,0.21410036,0.22897577,-4.9901466,1.4124951,-1.5272619,2.3472662,17.167019,2.2890427,-9.50459,1.7875116,-8.39733,0.18560672,-15.446042,-11.253165,-1.23465,-8.27909,2.708541,8.322047,-4.6532874,3.7559807,7.5254393,6.0614023,4.399046,-0.38070345,8.316986,5.475175,5.363143,-1.1815499,1.2380123,7.552066,4.3234315
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000135626,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,test,11.179596,-28.493263,23.465076,20.29187,-25.214432,8.871334,-10.651211,8.176306,2.0496778,10.90138,-7.999567,0.3182783,-2.4406445,5.503302,1.1327463,-9.170881,5.040882,4.0814214,-8.3753195,-4.1922226,0.19222617,5.566112,-4.008233,2.6958003,7.645671,-0.18010432,2.8973038,0.060921907,0.061327577,6.560584,19.47589,-1.2939692,-3.344446,2.1057339,-2.1630495,-3.1054924,3.5797415,-5.498279,5.0058413,-8.348551,-0.07146001,-10.877633,3.8909283,8.462042,-4.3102703,8.417137,2.3321989,-2.6512108,-4.1466656,4.0162663
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000156776,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,test,-6.035763,-17.267273,3.7338274,20.419014,0.9834727,2.7954392,-4.251718,-5.84877,-2.9966347,8.939251,-9.049595,10.795141,1.1141288,-3.6086202,-1.3904171,-6.050892,1.683852,5.26809,-3.8625093,1.4440601,-0.14540398,4.590137,-8.448377,-1.3084232,7.8663692,6.261652,2.6711607,-2.3198252,5.093139,3.713016,3.9228737,-2.3231738,1.510169,5.6189857,-3.1877663,5.3938255,3.0694785,6.368824,-0.44454336,-7.7105703,0.0821712,-6.364858,1.0320996,1.4179957,6.2040777,-2.8435948,5.470892,-2.3143172,9.261162,4.0195575
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000158501,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,test,-4.703251,-2.8274498,-15.542833,22.449978,-11.312496,-8.344513,-2.9612699,-11.44229,-6.621003,11.935847,3.1675909,9.547681,-1.0890579,6.539003,-1.0413797,1.1230989,6.139408,1.3893571,1.6518251,3.7359498,-4.695933,0.8792585,-1.5270652,-5.679158,-3.7909908,2.7977202,-4.501601,-0.0338279,3.4418042,1.1733699,-3.6070678,2.203104,1.480386,-1.4247702,-4.319917,6.353672,0.4501531,-3.0392323,0.08346748,1.5737994,5.1167965,-6.14437,0.1938299,-0.5190847,2.7737784,-3.4863946,-0.7298173,-4.6268907,3.3807158,-4.462193
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000160291,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,train,-4.6063595,0.9056492,25.564497,25.191242,-30.083187,17.658497,-13.406393,7.651968,-6.728108,6.975215,-11.35,-0.7562909,-0.34488383,-0.16624352,0.6712291,7.3177853,-10.042244,5.3058133,-4.0300117,-4.504664,-15.346836,3.53227,-7.4281626,3.257571,9.134198,14.419643,-5.59802,-10.453648,-5.0823526,20.366629,11.655698,-9.328168,-2.1715763,9.773233,12.174186,-9.194812,2.2767,18.886261,6.622222,-15.834775,15.002818,-16.351395,3.7452388,2.5261583,-2.2438407,-0.062162936,7.7309356,-16.200195,12.441232,5.7894526
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000167220,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,test,-9.965565,-20.032627,15.801952,26.510769,8.585482,-3.3365085,-16.401312,1.1308916,13.460131,10.292549,0.71001506,5.6973248,2.6563835,11.388393,-5.0875077,-13.310039,-4.1675205,8.320398,-9.572184,-8.118177,2.7810333,9.133167,-3.9970345,-5.536641,-8.722906,-1.2111895,3.8258176,0.6164068,6.339241,0.6578555,6.7129736,4.700321,-0.41872978,8.730034,-4.366886,8.3229885,-3.497717,4.5000143,10.339293,-10.475301,-3.48491,-1.5587935,1.3368366,2.826023,5.4385514,-7.527446,-0.5067216,-3.5662918,2.1625323,-0.8150061
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000179060,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,test,-13.327461,1.6005077,10.844241,28.326626,-27.422447,-10.438751,-6.2309833,1.1527708,0.1713481,2.287973,2.0443203,-9.941349,0.54274625,-7.652661,-4.0874815,2.8854985,18.070074,8.23501,7.2341466,-9.400743,5.533492,-4.9649706,1.0255045,7.30916,4.4360223,6.3257117,-1.0422628,-2.7530637,1.221787,0.7228083,2.0170624,-14.996079,-4.8601866,0.99847966,-2.6672387,3.004889,7.9744563,-3.7117646,11.076826,6.0889144,2.9696112,7.6755877,2.867208,7.723428,5.8748064,5.7242284,-2.996581,-2.37891,-1.6666262,2.7439315
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000224596,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,test,-0.6671829,-12.492462,21.440407,9.428455,-24.130157,-8.585295,4.0979342,-0.1806925,-4.305358,-0.21698964,-14.634512,-4.2186637,6.7795386,0.5007738,-1.6404243,-4.876891,11.7668,-3.015851,-8.612931,-7.987545,4.4856052,5.649321,-1.6118098,-4.5660725,1.2221546,2.9990692,0.15390617,-8.144825,-4.089653,4.45044,1.8981535,-6.4352293,0.87709916,-4.9097342,-7.1685395,1.2184656,-3.6423888,0.21991444,-1.9542594,-1.4835339,-4.2431335,3.1146169,-4.821202,2.5036478,-1.1176851,1.726834,1.1220884,-1.9733248,-7.9392843,4.3707757
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000229896,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,test,-10.108105,1.2837296,1.735846,19.723734,-14.4422035,-1.2802482,-9.957897,-3.3388605,-4.9194894,8.19361,1.5494235,0.51796055,-0.48682433,1.5513935,-3.150312,6.3021235,1.474133,-1.6523784,0.1399405,-4.1829762,-5.2115474,-0.9138328,1.3847129,-8.299795,-0.8795737,7.332117,1.7462101,-0.8864795,3.6377301,-1.8200911,4.755644,-1.0149734,-8.064188,2.6860352,-1.7967601,-0.3822801,0.9908973,0.8251187,4.5158925,0.53931296,3.828699,-7.7149754,1.5903871,0.6405442,3.126925,-2.6276574,-0.04313934,-11.533815,9.798279,-3.2867653
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,test,-6.7838593,-8.66452,-1.839166,26.829802,-12.517293,2.914523,-13.0532055,-0.86633945,-2.131681,15.348947,19.582659,12.235964,-2.852528,9.551779,-5.4008865,-0.41299963,3.1817615,7.333592,0.433038,-1.1963595,-1.3493688,-0.56384194,-2.363196,-0.5036038,4.374848,4.4709225,0.92562866,-0.28947324,-0.4803474,1.8112869,4.9532433,-6.9986916,-2.2465723,-3.0608501,-4.146272,5.8818808,0.84439266,7.955302,8.27903,-1.029602,3.3477168,-6.977253,-0.8343483,-6.3582325,-4.8025074,-4.7893057,-4.757329,-2.0890217,4.5100527,-2.4707775
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,test,40.97775,4.264303,23.131336,17.711569,-17.285904,-17.102007,4.7849865,-45.553345,30.492374,-5.114794,4.077629,-11.923054,-12.717869,4.072751,19.668968,-14.097917,-1.7333245,0.88048744,-2.4950747,14.26873,10.763541,-12.267311,4.492493,-5.337021,-2.464628,14.710449,22.438051,-1.9612478,12.892053,10.338542,-8.571303,-6.2971992,-5.7294884,-8.72174,-5.221235,-14.524064,16.675957,-1.5672929,-1.649641,0.3844873,0.40697646,-6.6384444,-6.00012,-0.0036429167,-1.3251872,-4.8331614,0.25111747,-2.870407,5.6901464,2.6564944
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000291373,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,test,3.6934738,-13.505922,24.687887,-1.3163209,-26.753407,6.786189,-7.244016,4.27161,-5.98045,27.90519,-5.96164,-2.4503448,-20.111225,3.3409317,14.191674,18.169384,-7.565631,-1.4426477,1.4839514,7.976982,-14.440127,7.3786445,2.8398905,-0.9873117,-4.3768415,7.633307,1.1001937,-4.8719797,-8.71829,-2.837994,5.8707933,1.485013,-8.017922,4.068258,2.8758788,-11.586425,1.945947,7.370761,-6.035871,-2.8665204,2.33566,-15.197543,-0.81123316,-2.763829,-1.8667953,-1.220013,0.9331934,0.06417656,1.4187943,-4.0768895
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000332227,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,train,0.58971786,12.812237,-11.829203,30.289534,-20.133396,-5.4574876,-16.807674,-15.885335,-17.5213,9.720085,10.917821,4.5076895,-10.605043,-9.058768,5.7771654,7.9795256,-19.890347,-6.3529844,4.9480863,1.1545215,-5.011496,0.36301243,-1.3566195,-19.063139,-1.1923633,-3.3300207,-2.3824577,2.320094,17.391644,2.607113,-4.402617,4.438024,3.0119085,8.186423,-8.112693,12.36299,2.5602665,15.851065,7.0376043,0.67269814,-7.2939343,3.462718,1.6676679,17.128613,-2.0431986,0.72353655,0.3619851,8.108009,5.986373,-10.578367
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000436901,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,train,11.580154,-49.093994,19.58202,29.271996,-26.30657,-25.245968,1.0369406,2.0843678,-11.580486,27.963963,-32.8885,-15.892734,1.5045679,10.030304,22.52322,-0.07327795,-12.512481,-15.619574,-16.673166,-1.7276164,-15.033941,1.4479796,-15.01813,-6.6007414,-4.162694,-0.38215715,3.5440006,-16.325066,9.120455,-20.984684,30.080997,-5.4533486,-4.613759,6.4981728,-0.9957699,-4.351061,-8.162511,-20.596857,-3.7166843,-15.52882,-4.712632,9.466665,-4.105594,4.1896553,-20.540989,-2.5193427,-4.659661,0.24231863,-10.456952,17.25564
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000454541,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,train,7.1921234,-15.556202,20.716688,22.713974,-43.904453,-18.64391,-5.461847,3.0271792,-8.879977,0.21792567,-14.635514,-13.530355,-2.6281502,-13.01518,-0.28448313,-1.9221048,20.196358,13.00676,-5.334421,-16.46721,10.157643,-3.389361,-4.649156,2.5305467,13.557665,12.950548,1.872791,-7.6664696,5.087062,1.8659345,-1.8941491,-22.734377,8.116774,-4.243006,-7.5081334,2.1410134,-1.8448025,-5.5097075,8.455194,1.8210058,-2.3404639,5.3203297,-1.7890867,8.264047,-1.5407486,10.8575115,0.052933455,-8.163903,-11.042523,2.368659
SUPIR:voc_emotic_ava___EMOTIC__COCO_train2014_000000557804,SUPIR,voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,test,-19.795225,2.177185,20.06222,4.7384214,-3.4111083,6.2426586,-3.2638288,-1.1364529,3.5989637,0.86091995,-2.870007,-2.8106966,-0.7803328,1.530202,-3.7687044,-0.21047974,-0.12266493,3.4644566,1.9517816,-0.9291321,1.7855656,3.5513868,-5.3835588,1.0395193,1.6349294,5.6606154,2.5826423,-7.8673825,-2.8754368,6.06225,4.38223,0.93487585,-1.2433807,0.34392023,0.6423997,0.12508774,-6.6457295,-2.0130627,1.3039725,-1.5583642,2.8401918,-0.69931173,-0.24270856,0.9373213,1.0038176,-1.2489785,-0.036878824,1.6905586,-0.8539527,-0.7238673
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-1.7093887,-7.205738,-11.772461,38.23879,-28.384253,-16.693123,-25.659988,-11.395692,3.05267,18.756805,5.5715513,2.7902389,-2.927312,-0.6431955,-3.1560307,2.0419724,-10.4635515,7.5630517,11.67203,10.098038,-8.131116,-10.73482,-10.2661495,-14.398624,-6.6426787,25.1247,0.8784611,1.4401428,7.279183,-3.2063537,-0.8706157,-1.6972815,-14.947041,-6.123756,1.7592978,6.8140907,21.254425,1.9086397,14.091925,1.4046211,16.633362,-10.874082,9.204812,-10.782628,1.6303253,7.897881,12.6995945,-12.389007,18.272346,4.0547357
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000036460,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,train,19.041286,-54.701958,11.986987,10.742218,-29.736866,-7.7465053,-34.10584,-7.748025,8.063919,16.694878,8.036197,1.4752784,-11.701696,28.443964,34.65434,5.7643905,21.258015,-7.317974,8.842453,-7.72709,-26.817959,17.325235,8.265891,-16.788637,2.2358546,-5.34236,8.609617,-7.952484,10.440511,-6.5256023,16.100142,16.035213,-6.1157513,-21.834988,-9.196614,23.786318,-12.275196,-2.9024968,18.625002,3.8345833,-20.110996,-26.156994,-18.331137,-13.023169,-15.549684,23.161919,-6.5182323,-4.4376464,15.060106,-5.608605
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000054091,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,test,1.7789268,-25.360851,-9.27143,32.531895,-8.5774355,-12.470711,-13.620512,-5.246305,11.376766,10.956473,3.6384833,7.280361,11.490337,4.8568377,-8.065236,-2.795415,-8.801744,6.9032626,-3.806584,-6.1932545,2.052533,2.3136497,-5.8226013,-5.071742,-4.1589794,0.08948541,3.3162754,-3.5077343,-4.5639253,0.73451847,5.9959373,7.2019863,-6.828414,4.1705217,-6.0493646,0.68507504,3.9647722,-1.0580976,-4.248449,1.3191608,-3.726818,-1.4847424,1.9822851,-5.156305,-2.5894573,-6.7700586,-1.0962685,-3.6725283,7.966157,-8.527878
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000057570,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,test,-16.810665,1.1388893,4.944479,1.2156098,-0.9187708,-0.4236692,6.9805417,-2.9675226,2.0870957,2.3206344,-2.8925776,-1.715908,2.6222806,3.3318613,7.2340903,-1.5841942,1.5645807,2.7732234,0.6717924,-2.0090368,-1.6961701,4.5719705,-3.121941,-1.1109618,-2.4560742,4.025366,1.9955323,-5.66932,1.1587573,-2.5951118,1.5399158,4.9079647,0.31069008,-6.694464,-4.717026,-0.7062118,-5.2163033,-0.96024567,-2.2902746,-0.45469734,-1.0647442,-1.0746534,-0.3771001,-7.489792,0.045894146,1.7095101,3.3116097,0.6935183,2.1828246,-1.1030142
SUPIR:voc_emotic_ava___EMOTIC__COCO_val2014_000000067252,SUPIR,voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,test,-12.230722,-2.1958828,23.6761,14.225901,-10.946226,12.266581,-8.259882,-1.4462843,3.4106517,10.824241,-2.9751997,0.24863958,0.0037440658,8.153973,-3.6935182,6.4192343,2.7448626,-1.2735411,0.67911613,-4.8230925,-10.02166,5.5244737,-7.449786,7.3096075,-4.0168214,-0.35410863,1.7996068,-6.3601108,-3.5494552,6.226311,7.1849985,0.06541121,-1.9848261,5.3785443,0.5720741,-1.2883418,3.4109097,8.526049,1.0599701,-4.854397,2.202598,-2.4828482,-2.4807224,-0.7211571,-0.7160702,-0.20932662,5.47456,1.7119935,1.1370353,0.70041394
