sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024
SUPIR:ava_images___705188,SUPIR,ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705188.png,test,2.3646426,1.2099164,3.4807386,-0.5296675,-2.313199,4.69418,0.7308365,1.3272864,0.7808502,0.9803615,-0.7043604,0.2691008,1.0663347,0.8888216,-0.09070283,0.52029663,-0.2523342,-0.10823035,-1.8875289,0.7213753,1.1335422,-0.05435145,-1.0271554,1.2570311,-1.0217113
SUPIR:ava_images___705351,SUPIR,ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705351.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705351.png,train,-0.27944368,-3.2368038,-0.7204135,1.5980177,1.0419412,0.3921163,0.9516298,0.0068311244,-0.36429667,-0.81697166,1.1793401,0.32074708,1.0194016,1.1483288,-0.4748127,0.34324747,0.23700455,0.6418046,1.1926844,0.27473244,-0.45361102,-0.80384386,-0.20831083,-0.2690164,0.86887795
SUPIR:ava_images___705693,SUPIR,ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___705693.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___705693.png,train,-1.0646815,-1.7969172,-1.7725505,-1.6730856,0.5965369,-0.49999,-0.19566283,-0.6185632,-0.39273417,0.5824434,-0.7760387,1.2881465,0.24208516,-1.7120473,1.8259857,-0.7271921,0.1639894,-0.265364,0.8394653,-1.4885324,0.70676804,1.1525989,-0.18433583,0.94101787,-1.4902267
SUPIR:ava_images___70738,SUPIR,ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___70738.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___70738.png,test,0.9318083,-2.1993625,0.461644,0.65842324,0.46144417,1.2750146,-0.7769794,0.6788908,-0.457115,-0.60792595,0.1541509,-0.082731545,0.036975533,1.9535621,-0.86218125,-0.22416951,-0.39252776,-0.07401994,-1.8468744,-0.7294077,0.83232987,0.357879,-0.6963528,0.7943176,-1.3577995
SUPIR:ava_images___710191,SUPIR,ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___710191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___710191.png,train,-2.9598026,1.3387659,0.15828139,-2.9329233,-1.0691435,-1.2634677,0.9876016,-1.2979007,-1.1381689,-0.8366236,0.5431826,0.5025372,0.11235252,1.273704,0.5178574,-0.4800602,0.48700765,-1.9768221,-1.8956604,0.76386064,0.757115,-0.34470809,1.3385181,-0.2804099,0.6604489
SUPIR:ava_images___710291,SUPIR,ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___710291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___710291.png,train,-1.8615178,0.3556416,-1.6481867,-3.5514312,-0.78990597,-1.79991,-0.023033619,-0.19706036,0.2530616,-2.0336218,0.86913556,-1.4610109,1.2610221,0.2474956,0.34479886,-0.5060147,-0.19502747,-1.6720268,-2.2597785,-0.7172711,1.218297,-0.10483539,0.68345374,-2.2275279,0.73610157
SUPIR:ava_images___711121,SUPIR,ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___711121.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___711121.png,train,0.18400057,-0.63153243,3.1875637,-0.6314447,-1.37149,2.790345,0.8430048,-2.8740964,0.45948815,1.7561774,-0.9514596,-0.2622363,-0.76215076,1.7000169,0.5957254,-0.59869826,0.025449783,-1.0107372,1.448424,0.39127377,-0.5626214,-0.50467086,0.09191226,-0.00034937263,-0.103700124
SUPIR:ava_images___71267,SUPIR,ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___71267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___71267.png,train,-0.8091774,-1.7494438,-2.0681608,-1.0106086,-2.0901005,0.44864583,2.4480927,1.3866681,-0.07783267,-0.30018348,-0.6687704,0.6612641,1.1511071,-0.35170308,-0.28159517,0.27404818,-0.952461,1.2133912,-0.45777497,-0.38710833,0.5157066,0.54847604,1.2363348,-0.4114721,0.02256248
SUPIR:ava_images___713123,SUPIR,ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713123.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713123.png,test,1.8180205,0.39265847,2.3919475,-0.9453958,-0.5219756,2.595994,-0.7083345,-0.21090245,0.58783156,-1.6143789,-1.167778,1.293014,-0.44899878,1.3021218,-0.6457061,1.8780254,0.2269913,-0.55750465,-0.52862215,0.39295214,0.8422048,0.016093135,-0.032830317,0.17488264,-0.72031873
SUPIR:ava_images___713164,SUPIR,ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713164.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713164.png,train,-0.7678013,-2.1585226,1.0032377,2.887855,1.1418806,-1.0690495,3.2628999,-0.06266575,0.006248772,-1.6981069,1.9548407,2.5462322,1.1977508,4.1040573,-0.3706724,0.7217703,0.41654328,2.323344,2.7172127,1.8935944,-1.9761424,-3.4403782,-2.0205865,-1.8073748,1.7980303
SUPIR:ava_images___713393,SUPIR,ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___713393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___713393.png,test,0.62347525,0.99378943,0.016673386,-0.5360478,-5.0193615,1.3082769,3.1234765,-1.6444074,0.23062748,1.3094352,-0.28912926,-0.5191796,1.5763631,-0.8214081,1.4851925,1.8601284,-0.9748249,-0.00035846233,0.69396836,1.4720925,0.7462888,0.19997665,0.23828796,0.4951002,0.3579938
SUPIR:ava_images___715503,SUPIR,ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___715503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___715503.png,test,0.5650315,-2.6033063,-0.6207277,0.52670926,0.9759769,0.5388972,0.06548594,0.46880385,-0.25600496,-0.27903742,0.23149174,-0.43833953,-0.63516295,0.1883517,0.112903655,-0.013576563,0.18600625,-0.62304825,0.35233104,-0.21010774,0.41061068,0.4627245,-0.27001345,-0.04798515,0.018274171
SUPIR:ava_images___716652,SUPIR,ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___716652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___716652.png,train,2.0465608,-2.2349067,-0.3071635,1.7139857,-1.2923493,-1.0704037,-0.8764602,-0.8282447,-0.62693036,-1.1365782,-1.4983287,-1.1755688,0.5192115,-1.4343157,0.70542717,-0.48072556,-2.2696471,-0.51357514,0.61758935,-0.21914242,-0.4020664,-1.0911559,0.7000186,0.91390085,-1.4437077
SUPIR:ava_images___719276,SUPIR,ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___719276.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___719276.png,test,-0.023324009,-3.1266515,-0.54965323,0.6735297,0.7745142,0.75935745,-0.17139351,0.08456429,0.17126286,-0.09417858,0.46113718,-0.23656093,-0.41898245,-0.31004986,0.2925009,0.20486686,-0.2925956,-0.0645881,-0.2314111,0.03210151,0.22363332,0.33269247,0.10788078,-0.27933392,0.007948754
SUPIR:ava_images___719419,SUPIR,ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___719419.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___719419.png,train,-1.6928406,-0.19924188,-1.4962997,-3.8820224,-2.4375496,-0.17953897,1.6301415,2.4958518,-1.3534948,0.9634177,-0.75654906,2.2471259,-0.045216665,-1.6359173,0.22258839,-0.1316067,-1.0583242,0.86739564,0.0152729675,-0.6786979,0.95805645,-0.6452005,-1.0974382,0.3914731,0.18004109
SUPIR:ava_images___721074,SUPIR,ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721074.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721074.png,test,-0.48274216,-2.352522,1.315618,1.2380567,1.0675551,-1.2322909,1.0788071,0.985016,0.3591869,-1.5771511,0.7762733,0.3851115,-0.7880634,-0.6687119,-0.72266406,-0.14549945,-0.7332256,-1.1446759,0.054644592,0.17966463,1.0794606,0.18200767,-0.15284285,-0.15503052,0.99447817
SUPIR:ava_images___721536,SUPIR,ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721536.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721536.png,test,1.4482088,-0.22922206,-0.9751555,-1.0183164,-0.7573227,-0.13438225,-0.074290514,-1.33434,0.20248199,-2.0382264,-2.2991889,-0.84308565,1.1090336,-1.723891,0.7104795,0.46361372,-1.6360822,1.2567677,1.1194029,-0.09724222,0.06645667,-0.12947416,-0.7436073,-0.12134442,-1.5020366
SUPIR:ava_images___721905,SUPIR,ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___721905.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___721905.png,test,3.2026072,2.0939963,3.1630943,-1.8580588,0.42099732,2.3189063,-2.1438975,1.4364283,0.86504614,-3.1871924,-1.242089,0.10010558,0.08082327,-1.398463,-0.7510974,1.1356095,0.5791899,-0.29499972,2.1746693,1.1058562,-1.9325404,-0.6978326,0.46258262,-0.44539058,0.18042171
SUPIR:ava_images___722134,SUPIR,ava_images___722134.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___722134.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___722134.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___722134.png,test,0.3729987,-2.7309237,-0.72544664,0.7222609,-0.07413411,0.09150016,-0.2948902,0.26183435,0.3885988,0.056996174,0.43299413,0.029728591,-0.13311037,0.08481644,0.7889496,-0.14231029,0.17857733,-0.39018735,-0.037259236,-0.36524433,-0.048715405,0.10361642,0.17727213,0.21728568,-0.36322245
SUPIR:ava_images___72226,SUPIR,ava_images___72226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___72226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___72226.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___72226.png,train,-1.6666691,-1.3223498,-0.036200225,-2.5206065,0.36546794,0.13745064,-0.44635168,-0.83592904,-2.125,-0.5091153,-0.7895116,1.4788146,-1.391597,0.14127229,0.3505733,0.31245887,0.82402134,-1.2757992,-0.23288181,0.49399143,-0.3799526,-0.40722668,0.49185088,-0.90671164,0.6949848
SUPIR:ava_images___723066,SUPIR,ava_images___723066.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___723066.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___723066.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___723066.png,test,0.97302735,1.2593334,0.027115941,1.3046514,-0.92553216,-0.8300034,3.6914508,0.8133428,0.02539897,-2.1380472,-0.30040377,-0.28419572,-0.0965229,-2.1008189,-1.5299819,1.9291751,-2.8401294,0.77949095,-1.1540148,-0.36817545,2.3765218,0.015550762,-1.0186588,0.55128276,-0.2748197
SUPIR:ava_images___72503,SUPIR,ava_images___72503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___72503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___72503.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___72503.png,train,-1.6803025,2.7957222,-2.926435,-4.9013453,-5.5732565,2.052871,4.7986164,5.2358055,-0.9173845,0.0053368583,0.45930424,0.67089623,2.5654893,1.3738544,-1.6456299,-2.42018,-0.9815675,-0.29769456,-0.35362014,-1.2267457,-0.1561552,1.126456,0.8931185,0.30094767,-0.33931497
SUPIR:ava_images___726071,SUPIR,ava_images___726071.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___726071.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___726071.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___726071.png,train,-4.3985353,3.2728279,-2.7331207,3.5007534,-0.5693684,0.8382602,-0.5605184,1.4707897,1.5834764,0.8433987,-1.7836988,0.7343696,-0.7510304,-0.70741045,-1.3387556,-0.5246197,-0.30042028,-0.6347344,1.3130244,0.58982617,1.2059523,-0.30201918,-0.51685584,-0.49356782,-0.6849116
SUPIR:ava_images___726538,SUPIR,ava_images___726538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___726538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___726538.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___726538.png,train,-4.682941,3.060672,-2.1929867,-0.33407974,-0.6973837,-1.869687,0.11976951,-1.0968751,0.28439033,-1.788636,-2.0663712,1.068131,0.90853614,0.85649145,0.4477148,-1.6557527,0.15457591,0.72176886,-0.3506756,-0.40165257,0.3787978,-0.2556548,-1.1414186,0.5281233,0.8087266
SUPIR:ava_images___727011,SUPIR,ava_images___727011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___727011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___727011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___727011.png,train,-0.23388782,-3.1633008,-0.71390307,1.2314543,0.6617806,0.27194917,0.33766022,-0.21350649,0.018109888,-0.4295681,0.17203742,0.25597578,0.38324517,0.33015883,0.074976265,0.4956989,-0.103222236,0.60645056,-0.11369383,0.1161547,0.02744706,0.79993325,0.22177947,0.1630101,-0.01716857
SUPIR:ava_images___73310,SUPIR,ava_images___73310.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___73310.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___73310.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___73310.png,test,0.26403582,-1.6319419,-1.2000048,0.27125725,-1.8777676,0.08242315,0.58159953,-2.1961582,1.082122,-0.31867883,-1.0534441,-0.9989527,0.4147951,0.12850629,1.3826079,-0.1435886,-0.626426,-1.2035,0.21173665,0.43366665,-0.067268856,0.2414767,0.9604196,1.9224894,0.4725635
SUPIR:ava_images___734618,SUPIR,ava_images___734618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___734618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___734618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___734618.png,test,-0.11468976,-3.0237122,-1.1413367,-0.16235888,-0.29929787,-0.21226048,-0.4735489,0.39055943,2.062507,-0.16714567,0.7013579,-0.18209547,-0.64982843,-0.5718061,-0.1883015,0.35086527,0.52702487,-0.19302012,-0.3504202,-0.4026189,-0.1378839,-0.27578467,0.64892286,-0.36374637,-0.46750614
SUPIR:ava_images___73642,SUPIR,ava_images___73642.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___73642.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___73642.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___73642.png,train,-0.29292172,-2.3985734,-0.11701554,0.12196338,-0.061537743,0.7717861,0.56607485,-1.1893948,-0.065376386,0.096101195,-0.047755778,-0.008256555,-0.21444151,-0.10272708,0.9859754,0.5956848,-0.43514475,-0.40343955,0.01430098,0.47089332,0.24049842,-0.16600913,0.4086696,-0.18984681,0.21931194
SUPIR:ava_images___737450,SUPIR,ava_images___737450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___737450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___737450.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___737450.png,train,-0.4779307,-3.225085,-0.9747467,0.42890176,0.6494578,0.38793087,-0.25328165,0.41866902,0.36837578,0.6206766,0.25228754,-0.27968043,-0.020377874,-0.4531536,1.0499989,0.06401238,0.21051228,-0.19776723,-0.22135511,0.023519233,0.16106181,0.39849448,-0.19975746,-0.29598227,-0.13689068
SUPIR:ava_images___738618,SUPIR,ava_images___738618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___738618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___738618.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___738618.png,train,0.623681,-2.1070852,-0.72330695,0.32180303,0.42097655,-0.028111577,0.62174684,-0.2803208,-0.032794863,-1.1633722,-1.1874495,-0.64202076,0.7862769,-0.19699985,-0.56405455,0.6439172,-0.92011833,0.6500609,-0.54800826,-0.8485445,0.38945413,0.49700305,0.8301491,-0.11013899,-0.31744716
SUPIR:ava_images___739719,SUPIR,ava_images___739719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___739719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___739719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___739719.png,train,-0.46784747,0.70566154,0.4069993,-3.6372771,0.5536687,0.34910566,-2.3634856,0.32451585,-0.7919788,-1.3911514,0.5076116,-0.58779836,-0.510634,-0.16321972,0.1465958,0.19912086,0.046764463,0.43656275,2.002204,-0.5502688,-0.23455769,0.39863148,-2.2029333,0.99891853,0.7099044
SUPIR:ava_images___740107,SUPIR,ava_images___740107.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___740107.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___740107.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___740107.png,test,-1.428496,2.079066,-2.2866101,-4.8459015,-3.1545694,3.0448337,1.5205889,4.8027115,-2.0889347,-0.43877506,0.19707602,-0.46021712,-0.20204274,-1.6225753,0.10144943,0.37573063,-2.7667577,1.4974066,2.9901533,-0.9629921,-0.8808702,-0.04126239,-2.768221,-0.36444318,-0.8728546
SUPIR:ava_images___740353,SUPIR,ava_images___740353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___740353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___740353.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___740353.png,test,-1.8213221,0.28677535,-0.99764,-2.9530625,-1.7518003,1.8613532,1.9148974,1.3588718,-2.6240296,0.69727415,0.4691492,1.5655677,-1.2035263,-0.8193814,0.7071793,0.95326674,-0.0035045594,0.0455814,-0.23143917,1.0137517,-0.4434669,-0.25620127,0.76437664,0.22650643,0.42083412
SUPIR:ava_images___740780,SUPIR,ava_images___740780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___740780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___740780.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___740780.png,train,-0.7962333,-0.15769362,-1.0327961,-3.6203356,0.7918608,1.0460758,-1.7982435,-0.966648,0.38922763,0.2002905,0.9625375,1.8655963,1.3400376,0.47908717,0.5566591,-1.0189844,-1.2340214,-1.2944758,1.1716485,2.2370937,-0.7991885,1.7043871,-1.6011156,-1.1126412,1.0435603
SUPIR:ava_images___742031,SUPIR,ava_images___742031.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___742031.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___742031.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___742031.png,test,-0.4744789,-2.2910562,-0.6033772,-0.2663498,0.10366613,-0.88627803,-0.88262343,0.75240445,0.21858096,1.2957797,-0.5364173,0.053449452,0.084707975,-0.3217203,0.5712764,-0.2771901,0.6521957,0.2072964,0.15499112,-0.32120368,0.30296612,-0.35050064,0.416418,0.4873966,-0.28025207
SUPIR:ava_images___74222,SUPIR,ava_images___74222.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___74222.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___74222.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___74222.png,test,-2.0387614,-0.035782814,0.60479766,-2.3207183,-1.7762103,-0.3154831,1.2335863,-3.0249817,-1.4982455,0.9619896,-1.991457,1.6779182,-0.21392705,0.2139724,0.876071,-0.118312925,0.26126698,-0.4089784,-0.14816248,0.31002292,-0.84347534,-0.515261,1.2587475,0.23625039,0.81418663
SUPIR:ava_images___743325,SUPIR,ava_images___743325.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___743325.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___743325.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___743325.png,train,0.1389166,-2.8956714,-0.57810736,1.1368077,0.8752983,0.70804536,0.011065826,-0.14226906,-0.19398177,-0.29906774,0.55002993,-0.14135179,0.008580148,0.15076612,0.2918194,0.3211065,-0.08577913,0.31930295,-0.039910812,-0.10446961,-0.019155972,0.6099693,0.245135,-0.01820232,-0.16348761
SUPIR:ava_images___743585,SUPIR,ava_images___743585.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___743585.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___743585.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___743585.png,test,-3.111604,1.2734044,-2.4947467,1.4710283,-0.75177306,2.0352702,1.0501902,2.8577855,-0.7416373,1.7775106,-0.67378646,0.1955753,1.6517558,-1.156173,-0.77658623,-0.06831555,-0.5553099,-1.94958,0.24992695,-0.7977416,0.9224827,0.799509,-0.4637227,-1.0202991,-0.11904724
SUPIR:ava_images___74410,SUPIR,ava_images___74410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___74410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___74410.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___74410.png,test,1.078917,0.5905802,-1.2114486,-1.3417832,-0.5072332,-0.47523916,-0.014181808,-2.6187625,1.7174429,1.0410465,-0.681899,0.86971897,-0.0398224,0.99308026,-0.27382827,-0.4693443,-2.1367779,-0.84793097,-0.3537517,0.8654119,-0.4828986,1.1195893,0.86882454,-0.8880761,1.5437008
