sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009
SUPIR:ava_images___885727,SUPIR,ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___885727.png,train,0.08769611,-2.1552505,-1.175737,0.3461362,-0.40759438,1.2042681,1.495533,1.3453658,-0.58938587,0.5587434
SUPIR:ava_images___886120,SUPIR,ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886120.png,train,1.5715209,4.505142,-3.1817212,1.2025329,-6.630781,3.0973835,4.6553755,3.379535,-2.2571776,-0.049858086
SUPIR:ava_images___886904,SUPIR,ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886904.png,train,2.307717,-0.91645455,1.84955,-0.37161803,0.90066344,2.5433018,-0.7068622,1.6737002,0.37973738,-1.276121
SUPIR:ava_images___887317,SUPIR,ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___887317.png,test,2.1865013,-2.146401,-0.89311135,1.2815689,0.292646,-0.028064609,0.2173441,0.32542634,-0.47321862,-0.47780937
SUPIR:ava_images___888081,SUPIR,ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___888081.png,test,1.2863407,-2.5489056,0.44186002,1.5102047,-0.4382879,1.2902191,-0.47135392,0.12346162,-0.41273558,0.1911237
SUPIR:ava_images___889669,SUPIR,ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889669.png,train,1.2597686,-1.4666643,1.409476,-0.23343551,-0.39380854,2.2196357,-0.37203988,-0.31551158,0.17740124,-0.4449146
SUPIR:ava_images___889687,SUPIR,ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889687.png,test,1.5341158,0.92874837,2.041926,1.6573576,-2.6355264,-0.62281096,0.24593896,-1.4712666,-0.64215434,-0.88539827
SUPIR:ava_images___889869,SUPIR,ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889869.png,train,-1.9274453,-0.51992464,0.16548729,-2.0807261,0.81336176,-0.5178361,-0.25747246,-1.0252697,-1.9253088,0.49606392
SUPIR:ava_images___891057,SUPIR,ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___891057.png,train,-3.5956075,0.54386306,-0.97709155,4.6317396,1.0516356,0.96547854,-0.48956707,1.1017734,1.7670722,0.24710432
SUPIR:ava_images___891393,SUPIR,ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___891393.png,test,3.5016074,0.94981647,-0.4306041,-0.3040434,3.762939,0.6234411,1.1512861,-0.52020943,0.55157405,0.990921
SUPIR:ava_images___892401,SUPIR,ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___892401.png,test,-0.44383255,-2.668913,-2.2861714,-0.83139837,-1.4821231,0.6133828,0.7104857,2.7276065,2.2301352,2.0018685
SUPIR:ava_images___893721,SUPIR,ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___893721.png,train,-1.4437412,2.3718135,1.3287811,-2.6763,-1.9702239,-0.6313168,1.1307645,-3.1135995,-2.3652172,-0.9307701
SUPIR:ava_images___894290,SUPIR,ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___894290.png,train,0.081227906,-2.7025323,-0.8563883,1.4773412,-0.1687569,0.38706934,1.4424865,0.63427424,-0.43080634,-0.34722155
SUPIR:ava_images___894673,SUPIR,ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___894673.png,test,-0.102038026,-2.7848256,-1.0086715,0.29681072,-0.114809155,1.5341449,0.7803529,1.4728272,-0.0727983,0.52232766
SUPIR:ava_images___895754,SUPIR,ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___895754.png,train,1.3864574,-0.99549174,-1.4739016,-1.1475213,-0.15091962,-0.094849706,-0.7177889,-0.5598978,0.36410004,-1.5196083
SUPIR:ava_images___897532,SUPIR,ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___897532.png,test,-1.4251808,-0.16958547,0.92951304,-3.3680472,-1.2088971,0.8373346,-0.16088149,-1.4432726,0.16028774,1.5113561
SUPIR:ava_images___898540,SUPIR,ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898540.png,test,-0.21194708,-0.8953502,-1.35608,-0.71867716,-2.414751,1.7642841,2.917333,2.4168506,-0.72971326,1.0395488
SUPIR:ava_images___898917,SUPIR,ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898917.png,test,-0.3588307,1.1051104,2.0648944,-2.811112,-0.581999,3.0450473,-1.1337821,-1.9757367,-0.44454247,-0.24733561
SUPIR:ava_images___900784,SUPIR,ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___900784.png,train,0.117788054,-3.2159085,-0.73096156,0.9806684,0.7005207,0.25011992,0.32448432,-0.041508794,-0.066734225,-0.5116309
SUPIR:ava_images___904185,SUPIR,ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___904185.png,test,1.7851478,-0.31177616,2.4742389,0.03527403,0.25661272,2.3082967,-0.07408491,0.045235753,0.13853312,-0.59761214
SUPIR:ava_images___90500,SUPIR,ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90500.png,test,-1.539382,4.61043,-2.2507403,-0.75963414,-5.438221,2.0799093,4.9777184,1.3052061,-1.2880882,0.3821054
SUPIR:ava_images___90517,SUPIR,ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90517.png,train,-1.057761,-2.5529597,-0.019216359,1.0764468,1.2971535,-0.57372284,0.322575,-0.6195514,-0.904626,0.688291
SUPIR:ava_images___905379,SUPIR,ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___905379.png,test,-0.12633185,-3.3604841,-1.5781696,-0.24851495,-0.12725317,-0.16343069,-0.8907225,0.9236145,3.0600364,0.8058179
SUPIR:ava_images___906245,SUPIR,ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906245.png,train,-0.78324175,-1.1505857,-0.98061675,-0.7922964,0.10687977,2.0374455,0.45499426,1.3296638,-0.56637186,0.21204653
SUPIR:ava_images___906858,SUPIR,ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906858.png,train,4.535098,3.5391896,3.5340676,-0.74101126,-0.78709453,3.032526,-2.026066,1.8526245,-0.18120044,-2.0922647
SUPIR:ava_images___907988,SUPIR,ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___907988.png,test,-0.024613827,-3.2904992,-0.5923003,1.1558276,0.9372716,0.8482414,0.14424264,0.072047986,-0.17095947,-0.21328562
SUPIR:ava_images___908100,SUPIR,ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___908100.png,train,-1.5910922,-0.8223007,-0.38901758,-2.565897,-0.729142,-1.3499645,-0.6613638,-0.15739354,-0.18965784,0.83743477
SUPIR:ava_images___909158,SUPIR,ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909158.png,train,5.3706455,2.3080666,-1.9571395,1.123075,2.1399333,-0.13006914,1.9654722,-0.4836268,-0.40611863,1.1023445
SUPIR:ava_images___909287,SUPIR,ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909287.png,train,6.7897625,2.6842296,-2.2189574,0.90382516,2.6749938,-0.68454003,0.9543788,0.6913235,-0.1898435,0.38542464
SUPIR:ava_images___909638,SUPIR,ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909638.png,test,-1.2014115,-1.7750597,-0.932985,-0.8591136,0.14689541,-0.09030056,0.00670211,-0.18029417,-0.42076546,-0.3595517
SUPIR:ava_images___912034,SUPIR,ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912034.png,test,-0.7453849,-1.1456697,-3.2325966,-1.9488734,-3.6672947,0.4200893,2.7160997,3.5056174,1.4297411,1.481884
SUPIR:ava_images___912103,SUPIR,ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912103.png,train,-3.0020556,2.5384128,2.9228642,2.0484638,1.0700233,0.1379903,0.8631533,0.28759488,0.6487459,1.1508971
SUPIR:ava_images___912239,SUPIR,ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912239.png,train,-0.2593088,-2.879023,-0.76829934,0.07696718,0.37602016,0.35612625,-0.24847333,0.22877921,0.81085336,-0.15585911
SUPIR:ava_images___912445,SUPIR,ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912445.png,train,-0.12991424,-0.6618979,1.1632185,-0.85052717,-1.3612607,3.4270968,0.055594414,-3.0303552,0.35749495,0.79107916
SUPIR:ava_images___913881,SUPIR,ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___913881.png,train,4.287339,2.8237283,-0.5385653,-0.06505579,2.0535955,0.034867406,1.3312237,-0.534969,0.4696313,-0.9313051
SUPIR:ava_images___914305,SUPIR,ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___914305.png,train,-1.1441181,1.6233032,4.1266136,1.6595154,-1.0267091,-2.133131,2.3472066,-1.1205281,0.62399226,-0.6189977
SUPIR:ava_images___915877,SUPIR,ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___915877.png,train,6.394574,2.083645,-2.096621,0.9537145,4.0605903,-0.04314947,0.9682588,-0.12714502,-0.44851214,1.240199
SUPIR:ava_images___917236,SUPIR,ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___917236.png,train,0.18087214,-3.2654147,-0.6536906,1.2362683,0.9427481,0.524159,0.45895255,-0.32398596,-0.12917328,-0.58308154
SUPIR:ava_images___917483,SUPIR,ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___917483.png,test,-2.598102,3.6244938,1.7795203,0.5540416,1.1183827,-0.7862201,0.3143496,1.2416147,-0.2159273,-0.48658204
SUPIR:ava_images___919115,SUPIR,ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___919115.png,train,-2.0227065,2.2848976,-1.3985155,-1.6294078,-1.1795094,0.7794569,0.071638465,-2.69137,-1.402416,-2.8353696
SUPIR:ava_images___919777,SUPIR,ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___919777.png,train,-0.954784,-2.2119899,-0.80524313,-1.9530548,1.1256912,-0.21072638,-1.8866489,0.43356246,-1.657855,0.12458599
SUPIR:ava_images___921523,SUPIR,ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921523.png,train,1.689226,2.7619379,-2.604692,-3.3714304,2.7917852,0.4374256,0.12927732,-1.6375037,0.6264714,-0.061247878
SUPIR:ava_images___921553,SUPIR,ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921553.png,test,-0.019051898,-3.073451,-0.83441556,0.30985197,0.6142,0.52808326,-0.25939864,-0.044280753,0.19763422,-0.21736008
SUPIR:ava_images___921595,SUPIR,ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921595.png,train,7.7178874,4.392316,-3.2673924,-1.2681581,5.2521515,-0.25414395,0.5571333,-0.5379015,0.7051536,0.30672756
SUPIR:ava_images___921798,SUPIR,ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921798.png,train,0.48140302,3.307288,1.0104506,-2.0005083,-3.4630115,-0.29280937,-0.0045756996,-3.6817894,0.96119916,-2.3937728
SUPIR:ava_images___922662,SUPIR,ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___922662.png,test,-0.06924734,-3.2538867,-0.42295665,1.096858,0.9664521,0.69146585,0.036500424,0.05847959,-0.30584225,0.027453601
SUPIR:ava_images___924263,SUPIR,ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924263.png,train,3.580911,2.222245,4.562902,-0.20946497,0.73175395,1.3642294,-2.5363185,2.5324037,0.5184468,-3.064161
SUPIR:ava_images___924884,SUPIR,ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924884.png,train,-0.16017936,1.4152267,2.1417437,-0.72432625,-0.106229484,-3.8278012,-5.0615335,2.5501711,-0.39247203,3.1802688
SUPIR:ava_images___92577,SUPIR,ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___92577.png,train,-0.8722347,-2.2184858,-1.4414073,-0.31112158,-0.5204498,1.5518477,1.665278,2.435029,-1.4270456,1.5190358
SUPIR:ava_images___927230,SUPIR,ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927230.png,train,-1.2402681,0.14266372,-0.44661236,-4.043526,0.80554473,0.80955994,-2.065602,-0.15075237,-1.651289,-1.6844324
SUPIR:ava_images___927475,SUPIR,ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927475.png,train,6.67476,2.4594486,-2.4312468,-0.10581219,5.691868,0.015506148,1.134896,-1.2207121,0.89281595,2.0727258
SUPIR:ava_images___928321,SUPIR,ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928321.png,train,1.1316658,-0.62686086,-1.4738162,-2.0885377,-1.7628086,-1.4658815,-1.6521585,-0.8543738,3.8487527,-0.73033595
SUPIR:ava_images___928766,SUPIR,ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928766.png,test,-1.1378134,-1.0261047,-1.4521956,-2.031447,-1.1404579,0.20020872,0.5309055,-0.58699167,0.6232307,-0.7970577
SUPIR:ava_images___930623,SUPIR,ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930623.png,train,-0.3386292,-2.4192538,-1.0386461,0.59911686,0.079741836,-0.6538037,1.2088122,-0.9328637,0.30459094,-0.4850294
SUPIR:ava_images___930744,SUPIR,ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930744.png,train,-0.33828917,-0.5335052,0.12726039,-1.4877299,1.9202538,0.096503735,-0.7268054,-0.3446941,-1.546779,1.4937311
