sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024
SUPIR:ava_images___304223,SUPIR,ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___304223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___304223.png,train,-15.903335,7.1985683,-16.367748,-10.608271,2.6425424,-8.084514,-10.033859,11.262362,0.90827775,-8.348803,11.736911,1.7272172,-7.954928,6.465365,19.93139,-2.4347878,-10.362645,14.232576,0.9737824,6.8962536,-0.37023604,1.54974,-18.839664,-0.8060051,-0.37286192
SUPIR:ava_images___30548,SUPIR,ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___30548.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___30548.png,train,-13.311331,3.1967916,12.3765955,-5.116991,-12.006412,8.764036,-2.7786822,1.8830805,2.1478252,-4.824733,-5.027808,-6.6884217,5.506819,0.15611216,-3.5917082,-1.3032594,0.53109455,-4.156032,4.6972275,-6.622876,-1.3259925,9.291713,-11.003442,-4.714654,-3.82411
SUPIR:ava_images___306155,SUPIR,ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___306155.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___306155.png,train,9.133572,-12.320538,-21.48797,12.053585,-13.847489,14.478611,14.013649,-0.026134133,21.756855,5.4497657,11.37098,6.874791,2.7119532,-9.274195,15.974613,11.494601,-8.57143,-7.2259955,12.782882,-7.392356,-33.977596,2.3006132,-13.299338,9.146009,-9.61895
SUPIR:ava_images___307463,SUPIR,ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___307463.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___307463.png,test,-18.731613,13.326143,-5.6653514,-2.6632364,3.0853443,3.7872953,3.3087792,-2.6100826,2.7099524,-1.3983792,1.830528,-9.218719,1.6244237,4.890957,4.9062743,3.5254421,2.1202903,1.7515821,-2.2820425,-2.4360957,-0.5645894,-2.5985732,-4.9696536,2.2694125,-0.3660398
SUPIR:ava_images___308188,SUPIR,ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___308188.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___308188.png,train,11.0883255,-14.41198,-12.443034,-3.9126353,24.142303,18.636705,3.6705205,-1.081015,-5.4726114,-9.918005,5.3459406,0.86171055,1.960912,8.614753,-9.417293,0.4766159,-0.90229654,-4.677171,-4.2042685,5.9548893,2.6521409,0.82530254,-5.1255484,-1.861359,7.973859
SUPIR:ava_images___308473,SUPIR,ava_images___308473.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___308473.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___308473.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___308473.png,test,-14.524005,-9.7944355,9.095306,15.465122,12.510437,-2.247313,4.6702533,-1.6314678,-6.760034,1.0650325,4.9572916,1.1971555,9.144898,2.4919722,4.5221057,-0.29892778,5.570599,-0.5186602,-9.7318,-9.408003,0.2884271,5.447771,4.61479,3.2057576,9.101856
SUPIR:ava_images___309160,SUPIR,ava_images___309160.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___309160.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___309160.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___309160.png,train,-16.37706,4.9598846,-0.437175,15.03109,6.4207106,10.779707,-5.57079,-7.599266,4.776264,-3.5950732,-2.070612,1.5423083,-3.2759645,4.4432726,-8.126918,-11.337752,7.1169806,6.41729,-12.294084,-0.9912056,-6.5840845,0.59392613,-10.051138,3.8001022,-0.92687404
SUPIR:ava_images___309647,SUPIR,ava_images___309647.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___309647.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___309647.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___309647.png,train,-10.499805,20.936705,-20.733122,15.455791,-5.3252,-6.5665336,-4.5565295,-9.562944,6.735761,4.2575884,8.251156,-3.2848945,-2.1509867,3.5356996,-8.638708,1.9307685,4.3161545,-4.800809,0.14544392,4.210866,-1.5720071,-2.5554051,1.8255177,1.059238,-7.6154556
SUPIR:ava_images___31011,SUPIR,ava_images___31011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___31011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___31011.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___31011.png,test,39.49255,-35.828773,-9.762134,-35.561745,0.71729124,20.610723,-34.076656,-0.2455324,-25.118937,-7.033455,-30.935188,6.2047586,7.29196,-1.9245789,15.227561,-3.5497637,10.842211,-2.639326,5.0319,13.899826,17.624327,7.684884,-7.957242,-4.930217,-3.083176
SUPIR:ava_images___311517,SUPIR,ava_images___311517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___311517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___311517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___311517.png,test,-22.675694,8.065552,1.8665339,-12.574213,1.0869243,2.9411287,0.7458844,2.0640655,-3.746001,-3.5333602,-4.142576,1.328742,1.0241106,1.7377126,-3.1529198,7.8779225,2.8069236,-2.0976534,-4.0312467,8.008438,0.33496165,4.487878,2.190094,-4.5449204,-1.6613109
SUPIR:ava_images___312547,SUPIR,ava_images___312547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___312547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___312547.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___312547.png,test,-13.822036,7.9389954,-9.844585,-4.264361,6.6066,2.7517815,2.0312815,3.9881926,-1.3986398,-3.0121884,1.9620044,-1.5433946,-0.30611858,4.8405795,2.851887,10.15539,0.709301,2.3542824,-3.4771466,-3.5682254,4.766012,2.2646298,4.7596006,4.022898,1.7405596
SUPIR:ava_images___314438,SUPIR,ava_images___314438.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___314438.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___314438.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___314438.png,train,1.9914074,-18.376438,-11.654052,1.4938843,5.398302,5.6459866,-5.2125106,-7.1487827,-13.961882,2.3971257,-6.941387,6.2932854,-5.751956,17.518223,-9.816849,-2.4979906,11.997429,10.215157,-20.439777,5.7245083,8.496761,4.882339,22.396494,-6.9799156,-2.2870011
SUPIR:ava_images___314957,SUPIR,ava_images___314957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___314957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___314957.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___314957.png,train,27.047104,29.734806,-11.263548,7.772802,30.335655,4.5115833,-11.943266,0.063869655,-12.2257595,7.0291786,-24.98102,-4.6567287,-3.6877542,-5.9461255,9.751927,-10.226174,-13.898372,28.483702,23.892582,-9.269666,-10.418096,27.518362,14.583663,16.089184,-10.79692
SUPIR:ava_images___315025,SUPIR,ava_images___315025.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___315025.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___315025.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___315025.png,test,12.1178055,-16.193726,-25.599442,-11.896742,14.473262,8.334686,-3.0182977,-6.3638353,-6.868815,-3.4693563,-5.6104307,0.6756811,-4.5730405,7.5518427,-0.45600635,3.4573963,14.354797,-3.9500883,-0.29348183,8.660714,-5.1952276,6.338702,9.563233,5.3244877,1.9600997
SUPIR:ava_images___315052,SUPIR,ava_images___315052.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___315052.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___315052.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___315052.png,test,-0.1139164,13.745511,-20.477533,26.230612,-3.531391,-2.5021713,-11.082333,-11.05543,-10.86413,6.8808327,8.160154,4.146164,-4.3319545,-6.3353324,-0.6693403,-0.7062359,-6.1051216,1.582489,5.149604,-0.35703492,-0.97867334,-0.20911431,-5.0014973,-3.9738913,0.5039468
SUPIR:ava_images___315721,SUPIR,ava_images___315721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___315721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___315721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___315721.png,test,-1.2661552,-14.313065,27.690655,-12.577896,16.553852,-8.759176,-16.060738,-3.2743213,-5.9590554,-5.149537,10.722343,20.483982,2.2334654,-10.312462,-7.5004845,-16.081676,-13.966561,-5.472681,10.749524,4.9486666,2.1760118,-7.0425706,11.046978,8.764641,8.810299
SUPIR:ava_images___315769,SUPIR,ava_images___315769.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___315769.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___315769.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___315769.png,train,17.347015,-7.5109863,-47.220375,-20.680088,0.8512838,-44.52168,3.1097274,15.632516,44.12336,-17.32327,16.92031,-21.318884,25.78248,4.044755,-26.590815,-2.437684,24.501621,-44.137215,31.421455,9.873902,-13.977509,-41.722385,11.812537,29.8109,-11.045404
SUPIR:ava_images___318988,SUPIR,ava_images___318988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___318988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___318988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___318988.png,train,12.77206,-0.16033936,-20.351862,16.368458,-25.277065,-19.846733,-7.7950654,-16.3047,-20.883324,34.59531,22.634647,23.190208,1.2773843,30.811771,-9.816821,-8.225442,18.005695,6.9896684,6.223198,28.776484,-7.214365,-0.8673259,-10.314939,-14.362339,-2.0899448
SUPIR:ava_images___319616,SUPIR,ava_images___319616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___319616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___319616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___319616.png,train,-7.771286,4.140669,2.1966205,4.6897717,-16.316292,9.696241,-1.8964362,7.3150926,-5.3370166,-10.938812,-4.2022443,-10.150566,7.385769,-4.035922,-6.4981704,-7.6653814,1.9742012,2.168548,-10.423136,-11.110738,-0.9659711,4.8284283,4.317088,-7.4178333,5.182352
SUPIR:ava_images___319954,SUPIR,ava_images___319954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___319954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___319954.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___319954.png,train,62.715336,21.516182,-10.387171,10.325989,11.413519,-14.132408,-0.34987307,-26.702875,10.998468,10.131699,13.29187,-15.893104,-14.393687,-8.449598,11.32796,-3.3940144,11.546245,-8.496455,-15.268122,-21.77562,28.061602,-24.521246,-3.906374,-0.6342894,-4.9204354
SUPIR:ava_images___320685,SUPIR,ava_images___320685.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___320685.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___320685.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___320685.png,train,0.22032547,16.355967,-12.936595,30.7504,-15.7856,-1.7755156,-5.1362605,-18.715141,-12.541058,5.8366303,28.665339,7.1767235,-12.242938,-4.884609,-8.53455,1.9684377,-3.6039314,-12.529398,4.990095,4.5407667,-9.8386965,-8.2828,6.8409123,-19.462843,-6.149196
SUPIR:ava_images___321817,SUPIR,ava_images___321817.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___321817.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___321817.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___321817.png,test,-12.039207,13.02722,3.0507119,24.290913,-13.177901,-2.2599928,-9.290445,-11.248032,-10.816126,4.4664044,11.080473,0.73954964,-5.789355,-1.5299232,-0.1920802,3.2531035,0.042123795,-2.2650511,0.42117822,-4.911833,-9.834834,-0.4054699,-3.0194573,-5.349153,1.683064
SUPIR:ava_images___321917,SUPIR,ava_images___321917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___321917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___321917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___321917.png,train,-20.55582,1.2705746,20.062893,-16.548962,10.0011,-12.928165,2.419828,-2.690276,-3.6747015,-0.5437777,13.027004,4.872204,0.21562415,-4.684052,-2.1387095,-3.9909563,0.5068388,-2.3531325,5.57505,-5.5238147,-1.9279321,-5.5965304,11.960958,2.5867114,5.4425383
SUPIR:ava_images___322008,SUPIR,ava_images___322008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___322008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322008.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322008.png,test,-3.4438324,11.310839,-10.107076,8.874649,-15.070172,-1.255398,4.4313455,4.153051,-14.257893,6.4571233,13.830584,1.7021317,-4.586434,-1.4494164,-3.3854856,9.2984295,5.8785253,-4.453969,-0.8153973,-2.0539432,-3.7026372,2.8288941,8.2197,0.62094146,1.3996096
SUPIR:ava_images___322114,SUPIR,ava_images___322114.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___322114.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322114.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322114.png,test,9.048241,-23.400402,-17.496027,8.037039,18.801582,9.55566,5.162671,-3.8725193,1.9158006,-8.034127,-2.0640109,-13.68269,0.3373295,4.982795,3.6011803,-0.5939884,-5.0397615,-3.8004308,-0.64064956,2.2952516,-4.4186573,-0.3557781,5.6597867,0.1445806,4.228737
SUPIR:ava_images___322638,SUPIR,ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322638.png,train,-29.36045,10.956507,14.076313,-7.5389457,3.9931798,-7.1523657,5.12818,10.289654,5.5122066,-1.7110727,-2.7321754,-2.6978748,6.3789606,1.3443421,4.497372,5.9735727,-1.9510236,7.7191358,-0.95026636,1.5972006,-0.13914204,-7.9570413,-3.0734124,2.8498287,1.5606809
SUPIR:ava_images___32268,SUPIR,ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___32268.png,test,-25.712063,-0.8171444,22.97645,-1.4276578,8.269585,-6.331008,-3.0231576,-1.7486897,8.856443,1.5943332,-5.5321083,-3.0073826,-0.84741336,-3.3197567,-0.3216532,-3.3020992,-0.2297492,0.95904803,2.6944647,-0.29462862,-4.6374407,-6.2710633,-4.6928115,1.9286623,-0.82319725
SUPIR:ava_images___322882,SUPIR,ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322882.png,test,4.211769,-18.831371,-1.3132467,-3.715249,6.0478754,-0.106539994,19.184732,-0.8820317,-11.0026245,-5.837095,2.9996684,-1.8534298,5.561357,4.5043254,-5.4687004,8.29705,4.1455965,-4.1801906,-8.075591,-5.554229,2.3962686,3.6710434,14.900979,-0.15396726,-3.3123302
SUPIR:ava_images___322953,SUPIR,ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322953.png,train,15.081184,-59.956604,36.613617,11.012283,15.287868,-18.57786,19.136147,7.2864623,-21.936308,-26.102356,37.03245,-65.90857,-9.563236,6.616217,-4.7620745,-10.472308,7.6282473,-4.997636,40.3078,-19.16434,-11.165912,22.057018,-13.811197,-20.419325,-16.805485
SUPIR:ava_images___324264,SUPIR,ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___324264.png,test,-9.519609,8.362417,-2.564992,4.178796,-2.7473562,9.516397,-6.7411942,-3.197566,-0.24030614,1.0954239,-8.5022955,-2.603053,-10.449252,-1.4090844,-2.014622,-3.7347317,-4.3097086,2.9460478,-3.1344442,1.4938776,3.5187829,2.701724,-4.9854345,-0.31374836,-1.1844094
SUPIR:ava_images___327352,SUPIR,ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___327352.png,test,-20.8806,-22.687622,19.198734,-3.544591,10.113318,-22.44237,-4.763305,20.049015,-4.4430637,-0.79542834,13.474684,5.280672,18.170683,11.6050005,16.647861,-7.949175,-9.437843,30.665674,1.7312661,-6.236661,15.8128805,-9.519522,-5.011537,2.4981027,3.4076433
SUPIR:ava_images___328522,SUPIR,ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___328522.png,train,-3.3074398,-21.128223,28.41949,-22.91504,-2.0759556,-7.5914164,8.874992,10.165174,-6.171292,16.033928,-6.602004,19.44705,-2.8578196,-0.23986313,-2.6787293,0.01079607,-20.254292,4.4699926,2.427394,23.968807,-5.284683,-6.1761894,8.046942,3.144022,-8.841773
SUPIR:ava_images___328795,SUPIR,ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___328795.png,train,41.584682,-16.935463,-23.20069,-21.571665,12.254895,44.78752,-11.088661,-23.18783,44.737328,14.356467,33.475796,1.5149617,-31.08248,8.720306,-12.8573065,2.651311,3.7290478,5.971414,-31.957657,19.91099,-2.3161366,-17.61099,5.1586676,53.381252,-34.97895
SUPIR:ava_images___329961,SUPIR,ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___329961.png,train,-17.531689,-14.670509,10.637211,-21.048862,13.52599,-22.776419,-9.578432,2.0821705,-2.6030838,0.4985013,5.3332253,10.940888,13.796742,4.5121045,2.357472,-11.455144,-3.7602243,19.178528,-0.990587,-4.489162,11.400687,-3.4689217,15.015991,-8.753715,9.084551
SUPIR:ava_images___330952,SUPIR,ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___330952.png,test,-26.25672,18.47095,-2.1528757,-1.5893047,3.3608007,-0.44951987,2.0973077,0.40450686,-1.5668843,-1.7834994,-3.055864,-5.5591884,-2.355422,0.546688,2.904896,3.7885,3.1197777,-1.6911387,-2.7160106,-1.3459699,-1.8831695,3.757184,-0.2104578,3.1880279,-1.3242722
SUPIR:ava_images___331069,SUPIR,ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___331069.png,test,1.3929672,-8.901693,-18.265722,3.2199457,8.102961,14.304676,15.449278,4.433521,0.8683355,-8.174845,-3.4451582,3.0822535,5.9746156,-0.12679425,-7.682767,-2.152936,2.1582785,8.798965,-14.924452,-4.366985,5.493803,-5.905021,8.124277,0.17142296,-4.737316
SUPIR:ava_images___331389,SUPIR,ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___331389.png,train,-17.07673,3.9964695,13.1009655,5.200641,4.0804577,7.4281583,-3.570788,-7.305748,11.007723,0.49574745,11.529515,-1.5996406,-1.3880997,2.006696,1.1531614,6.9433794,5.8161454,-6.7682858,0.73239625,-12.199292,0.6926515,1.132719,-0.20059049,7.5213203,1.7788188
SUPIR:ava_images___332205,SUPIR,ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___332205.png,train,-25.043835,17.39875,-5.5671167,-5.8193183,3.129135,3.4814036,6.846369,-1.0624917,-5.430728,0.31399548,6.5123663,0.1939888,-2.298714,3.5283458,2.1624339,9.957514,3.9344704,-1.1647862,0.11405969,-4.8769207,3.9034321,3.309564,9.20565,3.9122262,1.9913626
SUPIR:ava_images___3329,SUPIR,ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___3329.png,test,-15.10061,6.530157,-19.822262,-11.214121,-10.153793,-1.8930955,-6.1503606,12.375338,-1.9569678,-12.0884,6.1544065,-2.382915,-6.5916452,1.9110118,6.9085703,1.8785043,-3.3584747,-5.7970057,-0.93748194,-2.0589545,9.194948,2.9216924,0.34131747,-2.4990883,4.5882134
SUPIR:ava_images___336010,SUPIR,ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___336010.png,test,1.0533009,-26.811497,-11.735024,4.590911,5.2298126,6.4886055,-5.637607,0.36961752,-2.4628544,-5.617854,-10.02923,1.6580014,0.56591636,5.4829006,10.691588,-5.9940796,-5.927759,7.0852466,-3.5738835,7.3530626,0.056845903,-1.4914759,-11.409194,-12.749109,-0.4513168
SUPIR:ava_images___337520,SUPIR,ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___337520.png,test,-4.6269608,0.79896545,10.118262,-6.56592,-7.1158123,18.458544,3.112169,4.8210564,0.22691655,13.38987,-1.6056411,-11.019549,-4.16917,-2.7357163,-5.536425,12.938751,-11.831077,5.0252795,-5.0067816,-0.8768852,-9.908695,0.059811473,-15.99594,7.690404,-8.604283
