sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009
SUPIR:ava_images___895754,SUPIR,ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___895754.png,train,-19.235573,8.447897,0.18685097,-0.87030876,3.9799602,6.955727,-5.732968,-3.18502,4.689685,-0.17786193
SUPIR:ava_images___897532,SUPIR,ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___897532.png,test,-3.7106457,-17.28946,-0.1730363,3.6894102,7.397256,11.91415,-4.5843997,-2.5583196,0.09777689,-1.7610344
SUPIR:ava_images___898540,SUPIR,ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898540.png,test,-5.4250793,5.192113,-3.9092255,-20.695732,-4.125925,-1.1256776,7.352401,-7.3801737,-9.564739,-0.27958918
SUPIR:ava_images___898917,SUPIR,ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898917.png,test,-20.773338,2.7282743,6.1527314,5.880727,2.5858126,6.046337,-4.9030833,-1.633147,-0.6339874,-4.039261
SUPIR:ava_images___900784,SUPIR,ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___900784.png,train,50.185894,-0.4063797,28.429493,-55.69501,-17.807756,-13.497021,6.376975,-23.774998,1.3585567,17.996601
SUPIR:ava_images___904185,SUPIR,ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___904185.png,test,-15.6157,-19.271782,21.045553,-0.37492418,7.897708,-9.562063,6.4330063,-2.0790792,4.5219717,8.257952
SUPIR:ava_images___90500,SUPIR,ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90500.png,test,-11.71792,14.987802,-5.087051,-7.1835027,-4.862235,4.2915506,9.113245,1.959089,-2.3275645,-14.985795
SUPIR:ava_images___90517,SUPIR,ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90517.png,train,72.077194,41.555244,24.168737,39.276657,11.463969,0.18157136,0.52207136,28.912601,17.816381,-51.789917
SUPIR:ava_images___905379,SUPIR,ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___905379.png,test,-13.158117,7.3666344,-28.210217,-25.166996,-12.204465,-14.3308525,-20.139402,26.702858,2.7507763,-13.16014
SUPIR:ava_images___906245,SUPIR,ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906245.png,train,-17.609789,2.9103756,-9.738951,-6.9047484,-3.3504417,10.043415,-0.6851101,8.907859,-0.37815428,0.5612464
SUPIR:ava_images___906858,SUPIR,ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906858.png,train,-14.592021,-3.6645565,10.667734,-0.5167943,21.730154,-12.024082,-4.93113,-9.036695,11.688513,7.8541193
SUPIR:ava_images___907988,SUPIR,ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___907988.png,test,87.444534,48.568558,15.256583,9.402208,35.152267,-9.008373,-1.4783072,-23.294363,7.5163627,-7.0448027
SUPIR:ava_images___908100,SUPIR,ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___908100.png,train,-7.362837,-8.881136,-10.864136,0.13554978,-4.733554,-6.898755,-6.3745008,-0.9407619,5.5123277,4.232099
SUPIR:ava_images___909158,SUPIR,ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909158.png,train,-30.68465,17.932287,8.002507,-4.2756314,1.3065847,-2.2484655,5.01291,3.2239099,0.41261768,-1.0306278
SUPIR:ava_images___909287,SUPIR,ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909287.png,train,-29.975388,13.053895,13.671903,-9.803053,-0.5980842,-4.82553,1.9143639,4.529646,0.7621393,2.3339179
SUPIR:ava_images___909638,SUPIR,ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909638.png,test,4.13361,15.55383,-17.628542,-0.6116438,3.3715332,9.487255,8.565123,0.73250633,1.0128322,-6.760051
SUPIR:ava_images___912034,SUPIR,ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912034.png,test,-2.8210354,9.961378,-13.500003,-11.562159,-8.95463,-4.2230577,0.87921095,2.7426748,-1.8023326,-15.940726
SUPIR:ava_images___912103,SUPIR,ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912103.png,train,-3.692339,1.6570454,-2.0744357,23.299047,-20.521175,10.591076,-20.415554,-10.055371,-10.733772,9.539472
SUPIR:ava_images___912239,SUPIR,ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912239.png,train,42.374332,-38.07604,-30.82483,-35.803932,-6.054837,-18.847023,-32.468693,-39.253525,-33.734848,-1.9021671
SUPIR:ava_images___912445,SUPIR,ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912445.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912445.png,train,-22.986523,0.4250927,-3.6654615,7.54073,19.766653,15.5016,-2.6023126,0.14107394,8.161665,-2.2000492
SUPIR:ava_images___913881,SUPIR,ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___913881.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___913881.png,train,-27.703074,11.7815075,1.4670935,-1.5295212,4.6459436,-4.89583,7.160873,-0.5183723,1.572545,0.03799486
SUPIR:ava_images___914305,SUPIR,ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___914305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___914305.png,train,-8.122007,-5.5267334,7.0518284,21.226362,-9.103608,20.473238,-3.0830092,-0.083229244,2.0577435,-5.2386155
SUPIR:ava_images___915877,SUPIR,ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___915877.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___915877.png,train,-29.270416,14.046215,16.10088,-11.551931,-0.81969166,-7.5494456,4.4779797,4.669931,2.5858593,1.2605803
SUPIR:ava_images___917236,SUPIR,ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___917236.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___917236.png,train,41.01897,4.409013,31.838505,-31.723244,-14.787577,41.97891,3.4660707,-9.475617,3.7819061,49.24436
SUPIR:ava_images___917483,SUPIR,ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___917483.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___917483.png,test,-2.9127865,6.4510584,-5.8212166,5.4509654,-18.327065,2.6846454,-8.454098,1.8911374,-14.065891,6.932295
SUPIR:ava_images___919115,SUPIR,ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___919115.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___919115.png,train,-20.73306,15.940601,-8.419942,-0.3042575,5.018447,0.3084002,4.701917,-2.773508,-4.631978,0.21756315
SUPIR:ava_images___919777,SUPIR,ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___919777.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___919777.png,train,-2.4174747,-22.43142,-20.142351,-8.744839,1.8528523,6.320759,30.464125,3.9306555,-2.0577798,-10.714153
SUPIR:ava_images___921523,SUPIR,ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921523.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921523.png,train,-25.015207,13.826726,-2.5359144,-6.1571937,1.5633764,2.5642734,10.614218,1.1064126,-3.6317887,0.26390886
SUPIR:ava_images___921553,SUPIR,ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921553.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921553.png,test,19.26382,-8.610664,-0.58516884,-17.722748,1.5714507,7.921271,-12.706175,-1.5770085,-9.838425,-7.15057
SUPIR:ava_images___921595,SUPIR,ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921595.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921595.png,train,-28.592386,13.207271,6.264874,-8.949692,5.7040176,-6.086915,6.3085938,6.211373,1.4272771,-2.1762743
SUPIR:ava_images___921798,SUPIR,ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___921798.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___921798.png,train,-14.529007,7.0215034,0.27758485,-3.579464,7.7388372,5.5945964,-0.71403265,-3.0165837,-2.2541137,1.1710539
SUPIR:ava_images___922662,SUPIR,ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___922662.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___922662.png,test,71.04619,42.648552,21.190437,9.185871,27.77297,-15.948605,-4.6676927,4.547758,0.882998,-12.969348
SUPIR:ava_images___924263,SUPIR,ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924263.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924263.png,train,-24.782688,-7.908783,16.734173,-6.2213225,9.627646,-14.422037,-4.0224137,10.743473,3.4955878,-0.5988664
SUPIR:ava_images___924884,SUPIR,ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___924884.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___924884.png,train,-13.281347,-1.2165413,-12.001188,-2.9942365,-14.293802,-9.670467,-7.2710614,7.0643787,4.121396,-0.24694633
SUPIR:ava_images___92577,SUPIR,ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___92577.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___92577.png,train,27.303257,-1.8159657,-16.367,-13.609919,-14.668369,-6.981229,11.591982,16.849932,-4.42694,4.2450304
SUPIR:ava_images___927230,SUPIR,ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927230.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927230.png,train,-10.237747,-5.8904934,-15.777307,-7.526242,5.515069,9.208693,8.926153,10.116662,-13.296455,-11.65439
SUPIR:ava_images___927475,SUPIR,ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___927475.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___927475.png,train,-30.700262,15.638115,12.483264,-9.275028,2.532691,-5.319534,5.2253647,6.036478,2.867806,0.35126555
SUPIR:ava_images___928321,SUPIR,ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928321.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928321.png,train,-9.538792,6.891802,-8.787061,-14.250416,-3.7641737,3.6883364,-13.932785,6.6289554,-9.129316,-3.7423413
SUPIR:ava_images___928766,SUPIR,ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___928766.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___928766.png,test,-5.356184,5.5481377,-23.484943,-6.27462,-2.322271,-2.7297702,4.8935122,0.63296574,-3.533621,-4.826664
SUPIR:ava_images___930623,SUPIR,ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930623.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930623.png,train,37.03664,20.028526,7.9395227,-1.8415613,5.723818,18.45765,7.8798676,-24.523315,27.5723,3.5896115
SUPIR:ava_images___930744,SUPIR,ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___930744.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___930744.png,train,28.172386,-25.907696,-10.736439,-23.196817,-10.837098,6.163754,19.669464,3.4092817,-16.371052,4.316767
SUPIR:ava_images___93099,SUPIR,ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93099.png,train,0.8615265,-46.417458,-2.0549936,-1.0653887,29.120743,-6.1216826,5.494457,-2.1954288,0.42497373,5.079882
SUPIR:ava_images___93275,SUPIR,ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93275.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93275.png,train,-14.392157,3.130659,-4.2501006,7.887294,3.0067422,4.7755933,0.77586126,2.4378505,-4.0320044,7.5363226
SUPIR:ava_images___935639,SUPIR,ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935639.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935639.png,train,-17.775932,17.739864,3.4546638,-2.5244064,0.6602898,2.4198587,8.8128,0.48895973,1.4398079,3.5459466
SUPIR:ava_images___935646,SUPIR,ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935646.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935646.png,test,-17.341082,10.875771,-15.8777075,-8.377794,-9.694157,-0.93792915,-4.9566016,6.856259,-5.0013723,-8.334774
SUPIR:ava_images___935650,SUPIR,ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935650.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935650.png,test,-9.890505,-0.2819252,-21.616323,1.5491209,11.092622,0.85773706,4.8996625,4.747359,4.201119,-1.6084555
SUPIR:ava_images___935655,SUPIR,ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___935655.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___935655.png,test,11.979149,2.9532623,-2.7325506,9.373089,-13.041006,-8.318217,-8.990076,-21.555162,-3.097035,10.922953
SUPIR:ava_images___93573,SUPIR,ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___93573.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___93573.png,test,49.10709,41.52295,-3.0838695,8.1410265,33.6108,-1.5021588,-1.8076453,-7.2786064,-10.035536,12.796735
SUPIR:ava_images___936509,SUPIR,ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___936509.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___936509.png,train,2.9987793,-3.2193317,-46.795643,-51.77438,-20.668121,-20.394802,-46.790134,50.50265,4.422366,-32.56099
SUPIR:ava_images___938315,SUPIR,ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___938315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___938315.png,test,-29.573265,15.877713,5.5243573,-2.8132768,0.5584949,1.5693781,2.590599,-2.006224,0.8082433,-1.8673937
SUPIR:ava_images___938703,SUPIR,ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___938703.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___938703.png,train,-15.164294,7.4256325,3.9173625,0.80562115,7.2168922,6.1494837,-9.329271,-4.4447055,5.783419,-1.2383449
SUPIR:ava_images___940984,SUPIR,ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___940984.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___940984.png,test,-5.532217,-5.4909496,-11.865081,-2.7146986,8.65631,17.183344,2.8738623,-1.6844871,-4.3553724,-8.260683
SUPIR:ava_images___941868,SUPIR,ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___941868.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___941868.png,test,7.825447,7.3124437,14.388462,8.653198,-7.2800074,3.4523964,-11.273449,-23.859827,-3.3168879,13.64028
SUPIR:ava_images___942122,SUPIR,ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942122.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942122.png,train,-11.0823555,12.106348,-3.5997791,5.562806,3.1197543,2.6942115,1.6298995,-4.9759474,5.69152,-3.6145658
SUPIR:ava_images___942291,SUPIR,ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942291.png,train,-15.303908,13.394814,-22.165792,-2.1651282,-2.3340912,-6.5907207,-3.7090573,2.7872202,-1.266463,-13.6365385
SUPIR:ava_images___942453,SUPIR,ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/SUPIR/ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___942453.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___942453.png,test,20.063976,-19.540493,40.945053,-26.681429,-1.3974764,27.32422,6.9958215,9.360487,2.1876798,-10.751938
